ImprisonRef,ImprisonSystemId,ImprisonID,Trialref,CentralTrialImprison,Imprisondate,Imprisondate_as_date,Prison,Location,Moving,Fate_in_prison,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"IM_LA_114","LA",114,"T_LA_365",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:46:34","jhm","10_11_02_16:34:59"
"IM_LA_115","LA",115,"T_LA_366",0,,,,"Inverkeithing",0,,"LEM","07_05_01_15:49:47","jhm","10_11_02_16:34:31"
"IM_LA_116","LA",116,"T_LA_64",0,"5_1623","05_01_23_00:00:00",,"Inverkeithing",0,,"LEM","07_05_01_15:55:45","jhm","10_11_02_15:02:20"
"IM_LA_117","LA",117,"T_LA_68",0,"5_1623","05_01_23_00:00:00",,"Inverkeithing",0,,"LEM","07_05_01_16:01:10","jhm","10_11_02_14:59:37"
"IM_LA_118","LA",118,"T_LA_371",0,,,"Tolbooth","Perth",0,,"LEM","07_05_01_16:14:17","jhm","10_11_02_16:35:36"
"IM_LA_119","LA",119,"T_LA_370",0,,,"Tolbooth","Perth",0,,"LEM","07_05_01_16:14:35","jhm","10_11_02_16:35:20"
"IM_LA_120","LA",120,"T_LA_375",0,,,"Tolbooth","Musselburgh",0,,"LEM","07_09_01_10:48:06","jhm","10_18_02_10:33:18"
"IM_LA_121","LA",121,"T_LA_374",0,"1661","06_01_61_00:00:00","Tolbooth","Musselburgh",0,"Released","LEM","07_09_01_10:51:06","jhm","09_24_01_13:54:44"
"IM_LA_122","LA",122,"T_LA_377",0,,,"Tolbooth","Musselburgh",0,,"LEM","07_09_01_10:55:10","LEM","07_09_01_10:55:18"
"IM_LA_123","LA",123,"T_LA_378",0,,,"Tolbooth","Musselburgh",0,,"LEM","07_09_01_11:28:20","LEM","07_09_01_11:28:26"
"IM_LA_124","LA",124,"T_LA_379",0,,,"Tolbooth","musselburgh",0,,"LEM","07_09_01_12:55:02","jhm","10_11_02_16:08:40"
"IM_LA_125","LA",125,"T_LA_264",0,,,,"Edmestoun",0,"Moved","LEM","07_09_01_13:14:55","jhm","11_05_02_14:42:31"
"IM_LA_126","LA",126,"T_LA_265",0,,,,"Edmestoun",0,,"LEM","07_09_01_13:27:53","LEM","07_09_01_13:27:58"
"IM_LA_127","LA",127,"T_LA_416",0,"2_1624","02_01_24_00:00:00","Tolbooth","Culross",0,,"LEM","07_17_01_16:22:37","jhm","10_11_02_16:36:00"
"IM_LA_128","LA",128,"T_LA_429",0,,,,"Culross",0,,"LEM","07_18_01_09:39:39","jhm","10_11_02_16:36:58"
"IM_LA_129","LA",129,"T_LA_430",0,,,,"Culross",0,,"LEM","07_18_01_09:46:36","jhm","10_11_02_16:37:17"
"IM_LA_130","LA",130,"T_LA_434",0,,,"Tolbooth","Crail",0,,"LEM","07_18_01_11:52:53","jhm","10_11_02_16:38:25"
"IM_LA_131","LA",131,"T_LA_435",0,,,"Tolbooth","Dysart",0,,"LEM","07_18_01_11:58:22","jhm","10_11_02_16:38:50"
"IM_LA_132","LA",132,"T_LA_437",0,,,"Tolbooth","Dysart",0,,"LEM","07_18_01_12:09:00","jhm","10_11_02_16:39:23"
"IM_LA_133","LA",133,"T_LA_438",0,,,"Tolbooth","Dysart",0,,"LEM","07_18_01_12:12:05","jhm","10_11_02_16:39:43"
"IM_LA_134","LA",134,"T_LA_439",0,,,"Tolbooth","Dysart",0,,"LEM","07_18_01_12:14:13","jhm","10_11_02_16:39:48"
"IM_LA_135","LA",135,"T_LA_440",0,,,"Tolbooth","Dysart",0,,"LEM","07_18_01_12:17:39","jhm","10_11_02_16:40:14"
"IM_LA_136","LA",136,"T_LA_479",0,,,"Tolbooth","Dysart",0,"Released","LEM","07_18_01_15:53:50","LEM","10_28_02_12:42:16"
"IM_LA_137","LA",137,"T_LA_480",0,,,"Tolbooth","Dunfermline",0,,"LEM","07_18_01_15:57:42","LEM","07_18_01_15:57:48"
"IM_LA_138","LA",138,"T_LA_487",0,,,"Tolbooth","Stirling",0,,"LEM","07_19_01_09:22:29","LEM","07_19_01_09:22:35"
"IM_LA_139","LA",139,"T_LA_489",0,"5_7_1628","07_05_28_00:00:00","Tolbooth","Leith",0,"Released","LEM","07_19_01_09:35:55","LEM","07_19_01_09:36:07"
"IM_LA_140","LA",140,"T_LA_509",0,"11_8_1628","08_11_28_00:00:00","Tolbooth","Musselburgh",0,,"LEM","07_19_01_12:44:57","LEM","07_19_01_12:49:45"
"IM_LA_15","LA",15,"T_LA_83",1,"13_2_1629","02_13_29_00:00:00","Tolbooth","Edinburgh",0,,"LEM","06_12_01_10:48:53","LEM","06_12_01_10:49:10"
"IM_LA_16","LA",16,"T_LA_15",0,,,,"Haddington",1,,"LEM","06_13_01_09:18:30","LEM","06_13_01_09:19:55"
"IM_LA_168","LA",168,"T_LA_83",0,"11_1628","11_01_28_00:00:00","Tolbooth","Stirling",0,"Moved","LEM","08_14_01_12:24:21","LEM","08_14_01_12:25:33"
"IM_LA_169","LA",169,"T_LA_83",0,"19_12_1628","12_19_28_00:00:00",,"Linlithgow",0,"Moved","LEM","08_14_01_12:25:46","LEM","08_14_01_12:26:32"
"IM_LA_17","LA",17,"T_LA_24",1,"2_2_1630","02_02_30_00:00:00","Tolbooth","Edinburgh",0,,"LEM","06_13_01_10:33:44","LEM","06_13_01_10:34:01"
"IM_LA_170","LA",170,"T_LA_83",0,"20_12_1628","12_20_28_00:00:00","Tolbooth","Edinburgh",0,,"LEM","08_14_01_12:26:25","LEM","08_14_01_12:26:51"
"IM_LA_171","LA",171,"T_LA_83",1,"8_1_1629","01_08_29_00:00:00","Tolbooth","Edinburgh",0,,"LEM","08_14_01_13:33:54","LEM","08_14_01_13:34:06"
"IM_LA_173","LA",173,"T_LA_618",0,,,"Tolbooth","Dysart",0,"Released","LEM","08_15_01_13:07:07","LEM","10_28_02_12:42:23"
"IM_LA_174","LA",174,"T_LA_618",0,"15_8_1630","08_15_30_00:00:00","Tolbooth","Dysart",0,,"LEM","08_15_01_13:19:19","LEM","08_15_01_13:20:01"
"IM_LA_175","LA",175,"T_LA_628",0,"4_1630","04_01_30_00:00:00","Tolbooth","Dysart",0,,"LEM","08_16_01_12:49:05","jhm","10_02_02_15:36:15"
"IM_LA_177","LA",177,"T_LA_626",0,"1_1629","01_01_29_00:00:00","Pit","Eyemouth",0,,"LEM","08_17_01_09:12:33","jhm","10_01_02_15:21:19"
"IM_LA_178","LA",178,"T_LA_720",0,,,"Tolbooth","Duns",0,"Released","LEM","08_17_01_14:48:37","jhm","10_02_02_13:00:17"
"IM_LA_179","LA",179,"T_LA_721",0,,,"Tolbooth","Duns",0,"Released","LEM","08_17_01_15:00:28","jhm","10_02_02_13:01:33"
"IM_LA_18","LA",18,"T_LA_86",1,"12_11_1629","11_12_29_00:00:00",,"Edinburgh",0,"Released","LEM","06_13_01_11:00:00","LEM","06_13_01_11:57:17"
"IM_LA_180","LA",180,"T_LA_726",0,"6_1629","06_01_29_00:00:00","Tolbooth","Musselburgh",0,,"LEM","08_29_01_12:27:32","jhm","10_11_02_15:47:32"
"IM_LA_181","LA",181,"T_LA_727",0,"6_1629","06_01_29_00:00:00","Tolbooth","Musselburgh",0,,"LEM","08_29_01_12:32:05","jhm","10_11_02_15:47:09"
"IM_LA_182","LA",182,"T_LA_754",0,,,"Tolbooth","Causland",0,,"LEM","08_30_01_09:36:25","LEM","08_30_01_09:36:38"
"IM_LA_183","LA",183,"T_LA_755",0,,,"Tolbooth","Cowsland",0,,"LEM","08_30_01_09:37:49","jhm","10_02_02_15:29:47"
"IM_LA_184","LA",184,"T_LA_756",0,,,"Tolbooth","Causland",0,,"LEM","08_30_01_09:41:49","jhm","10_18_02_10:31:36"
"IM_LA_19","LA",19,"T_LA_87",1,"12_11_1629","11_12_29_00:00:00",,"Edinburgh",0,"Released","LEM","06_13_01_11:50:56","jhm","10_18_02_10:36:10"
"IM_LA_2","LA",2,"T_LA_10",1,,,"Tolbooth","Edinburgh",0,,"LEM","05_18_01_12:47:04","LEM","05_18_01_12:47:13"
"IM_LA_21","LA",21,"T_LA_88",1,"17_12_1629","12_17_29_00:00:00","Tolbooth","Edinburgh",0,,"LEM","06_13_01_12:10:58","LEM","06_13_01_12:11:22"
"IM_LA_216","LA",216,"T_LA_771",0,,,"Tolbooth","Jedburgh",0,"Released","LEM","09_05_01_12:04:51","LEM","09_05_01_12:05:05"
"IM_LA_217","LA",217,"T_LA_772",0,,,"Tolbooth","Jedburgh",0,"Released","LEM","09_05_01_12:09:38","LEM","09_05_01_12:09:48"
"IM_LA_218","LA",218,"T_LA_773",0,,,"Tolbooth","Jedburgh",0,"Released","LEM","09_05_01_12:15:29","LEM","09_05_01_12:16:51"
"IM_LA_219","LA",219,"T_LA_774",0,,,"Tolbooth","Edinburgh",0,,"LEM","09_05_01_12:32:03","LEM","09_05_01_12:32:07"
"IM_LA_22","LA",22,"T_LA_88",0,"10_1629","10_01_29_00:00:00","House","Newbattle_Kirk",1,"Moved","LEM","06_13_01_12:13:08","jhm","10_21_02_15:47:11"
"IM_LA_220","LA",220,"T_LA_776",0,"4_1671","04_01_71_00:00:00","Dungeon","Kirkudbrigh",0,"Released","LEM","09_05_01_13:04:19","LEM","09_05_01_13:04:50"
"IM_LA_221","LA",221,"T_LA_777",0,"4_1671","04_01_71_00:00:00","Dungeon","Kirkudbrigh",0,"Released","LEM","09_05_01_13:08:31","LEM","09_05_01_13:08:44"
"IM_LA_222","LA",222,"T_LA_778",0,"4_1671","04_01_71_00:00:00","Dungeon","Kirkudbright",0,"Released","LEM","09_05_01_13:10:06","LEM","09_05_01_13:10:20"
"IM_LA_223","LA",223,"T_LA_25",1,"7_1630","07_01_30_00:00:00",,"Edinburgh",0,,"LEM","09_06_01_12:26:05","LEM","09_06_01_12:26:19"
"IM_LA_224","LA",224,"T_LA_804",0,,,"Tolbooth","Culross",0,,"LEM","09_07_01_13:11:14","LEM","09_07_01_13:11:21"
"IM_LA_225","LA",225,"T_LA_803",0,,,"Tolbooth","Culross",0,,"LEM","09_07_01_13:12:00","LEM","09_07_01_13:12:05"
"IM_LA_226","LA",226,"T_LA_805",0,,,"Tolbooth","Culross",0,,"LEM","09_07_01_13:14:19","LEM","09_07_01_13:14:24"
"IM_LA_227","LA",227,"T_LA_806",0,,,"Tolbooth","Culross",0,,"LEM","09_07_01_13:16:45","LEM","09_07_01_13:16:50"
"IM_LA_228","LA",228,"T_LA_808",0,,,"Tolbooth","Leith",0,,"LEM","09_07_01_15:30:38","LEM","10_28_02_12:48:10"
"IM_LA_229","LA",229,"T_LA_813",0,,,,"Renfrew",1,"Released","LEM","09_07_01_16:20:35","LEM","10_28_02_12:49:26"
"IM_LA_23","LA",23,"T_LA_24",1,"5_2_1630","02_05_30_00:00:00",,"Edinburgh",0,,"LEM","06_14_01_14:01:00","LEM","06_14_01_14:01:28"
"IM_LA_230","LA",230,"T_LA_813",0,,,,"Innerkip",0,,"LEM","09_07_01_16:20:39","LEM","10_28_02_12:49:17"
"IM_LA_231","LA",231,"T_JO_609",0,,,,"Edinburgh",0,,"LEM","09_11_01_11:50:44","LEM","09_11_01_11:51:03"
"IM_LA_232","LA",232,"T_JO_612",1,"9_1678","09_01_78_00:00:00",,"Edinburgh",0,,"LEM","09_11_01_12:04:49","jhm","10_11_02_15:45:53"
"IM_LA_233","LA",233,"T_JO_610",1,"9_1678","09_01_78_00:00:00",,"Edinburgh",0,,"LEM","09_11_01_12:07:36","jhm","10_11_02_15:44:42"
"IM_LA_234","LA",234,"T_JO_611",1,"9_1678","09_01_78_00:00:00",,"Edinburgh",0,,"LEM","09_11_01_12:58:12","jhm","10_11_02_15:45:06"
"IM_LA_235","LA",235,"T_LA_822",1,"9_1678","09_01_78_00:00:00",,"Edinburgh",0,,"LEM","09_11_01_13:13:31","jhm","10_11_02_15:48:58"
"IM_LA_236","LA",236,"T_LA_823",1,,,,"Edinburgh",0,,"LEM","09_11_01_13:22:41","LEM","09_11_01_13:22:45"
"IM_LA_237","LA",237,"T_LA_824",1,,,,"Edinburgh",0,,"LEM","09_11_01_13:27:18","LEM","09_11_01_13:27:21"
"IM_LA_238","LA",238,"T_LA_829",1,"9_1678","09_01_78_00:00:00",,"Edinburgh",0,,"LEM","09_21_01_09:51:35","jhm","10_11_02_15:49:36"
"IM_LA_239","LA",239,"T_JO_609",1,"9_1678","09_01_78_00:00:00",,"Edinburgh",0,,"LEM","09_21_01_10:01:04","jhm","10_11_02_15:46:17"
"IM_LA_24","LA",24,"T_LA_24",0,"7_1_1630","01_07_30_00:00:00",,,0,"Moved","LEM","06_14_01_14:02:37","LEM","06_14_01_14:02:59"
"IM_LA_240","LA",240,"T_LA_828",1,,,,"Edinburgh",0,,"LEM","09_21_01_10:10:55","LEM","09_21_01_10:10:58"
"IM_LA_241","LA",241,"T_LA_830",1,,,,"Edinburgh",0,,"LEM","09_21_01_10:14:09","LEM","09_21_01_10:14:12"
"IM_LA_242","LA",242,"T_JO_436",1,"8_9_1679","09_08_79_00:00:00","Tolbooth","Edinburgh",0,"Released","LEM","09_21_01_15:00:32","LEM","11_07_02_12:31:35"
"IM_LA_243","LA",243,"T_LA_849",0,"1_1680","01_01_80_00:00:00",,"Bo'ness",0,,"LEM","09_21_01_15:19:19","jhm","10_11_02_15:44:12"
"IM_LA_244","LA",244,"T_LA_851",1,,,"Tolbooth","Edinburgh",0,"Released","LEM","09_21_01_15:53:28","jhm","10_11_02_15:43:33"
"IM_LA_25","LA",25,"T_LA_24",1,"23_5_1630","05_23_30_00:00:00","Tolbooth","Edinburgh",0,,"LEM","06_14_01_14:18:29","LEM","06_14_01_14:18:39"
"IM_LA_250","LA",250,"T_LA_47",1,,,"Tolbooth","Edinburgh",0,,"LEM","10_03_01_10:47:38","LEM","10_28_02_12:57:38"
"IM_LA_26","LA",26,"T_LA_25",1,"12_1630","12_01_30_00:00:00","Tolbooth","Edinburgh",0,,"LEM","06_15_01_09:57:06","LEM","06_15_01_09:57:38"
"IM_LA_264","LA",264,"T_LA_999",0,"2_1632","02_01_32_00:00:00","House","Nobelstoun,_Refrewshire",0,,"LEM","10_16_01_11:51:23","jhm","10_18_02_11:26:33"
"IM_LA_27","LA",27,"T_LA_104",1,"11_2_1634","02_11_34_00:00:00","Tolbooth","Edinburgh",0,"Free_on_bail","LEM","06_15_01_10:42:26","LEM","06_15_01_10:56:25"
"IM_LA_28","LA",28,"T_LA_104",1,"11_3_1634","03_11_34_00:00:00","Tolbooth","Edinburgh",0,,"LEM","06_15_01_11:00:31","LEM","06_15_01_11:44:40"
"IM_LA_29","LA",29,"T_LA_104",0,"9_1_1634","01_09_34_00:00:00","Tolbooth","Duns",1,,"LEM","06_15_01_11:51:44","jhm","10_22_02_08:27:15"
"IM_LA_3","LA",3,"T_LA_15",1,"8_1629","08_01_29_00:00:00",,"Edinburgh",0,,"LEM","05_18_01_16:41:23","jhm","10_21_02_14:55:19"
"IM_LA_307","LA",307,"T_LA_1071",0,,,"Tolbooth","Perth",0,,"LEM","10_22_01_12:21:16","LEM","10_28_02_12:50:08"
"IM_LA_308","LA",308,"T_LA_1072",0,,,"Tolbooth","Perth",0,,"LEM","10_22_01_12:24:26","LEM","10_28_02_12:50:27"
"IM_LA_309","LA",309,"T_LA_1073",0,,,"Tolbooth","Perth",0,,"LEM","10_22_01_12:25:46","LEM","10_28_02_12:49:39"
"IM_LA_310","LA",310,"T_LA_1074",0,,,"Vestry_of_the_Kirk","Calder",0,"Released","LEM","10_22_01_12:57:38","jhm","10_18_02_10:54:31"
"IM_LA_311","LA",311,"T_LA_1075",0,,,"Tolbooth","Culross",0,,"LEM","10_22_01_13:14:12","LEM","10_22_01_13:14:20"
"IM_LA_312","LA",312,"T_LA_1075",0,"12_12_1644","12_12_44_00:00:00","Tolbooth","Canongate",0,,"LEM","10_22_01_13:14:20","jhm","10_03_02_12:32:58"
"IM_LA_313","LA",313,"T_LA_1076",0,,,"Tolbooth","Culross",0,"Moved","LEM","10_22_01_14:47:08","LEM","10_28_02_12:51:02"
"IM_LA_314","LA",314,"T_LA_1089",0,,,"Tolbooth","Lanark",0,,"LEM","10_23_01_10:34:21","LEM","10_28_02_12:53:23"
"IM_LA_315","LA",315,"T_LA_1090",0,,,"Tolbooth","Lanark",0,,"LEM","10_23_01_10:40:43","LEM","10_28_02_12:52:15"
"IM_LA_316","LA",316,"T_LA_83",0,"1_1629","01_01_29_00:00:00","Tolbooth","Stirling",0,,"LEM","10_23_01_15:56:10","LEM","10_23_01_15:56:23"
"IM_LA_317","LA",317,"T_LA_1106",0,,,"Steeple","Dysart",0,,"LEM","10_23_01_16:20:21","jhm","10_18_02_10:34:10"
"IM_LA_318","LA",318,"T_LA_1108",0,,,,"Berwick,_England",0,,"LEM","11_21_01_13:54:49","jhm","10_18_02_10:31:11"
"IM_LA_319","LA",319,"T_LA_1119",1,"7_10_1651","10_07_51_00:00:00",,"Ayr",0,,"LEM","11_29_01_11:11:34","jhm","10_11_02_15:41:16"
"IM_LA_320","LA",320,"T_LA_1161",0,,,"Tolbooth","Dumfries",0,,"LEM","12_03_01_12:21:37","LEM","12_03_01_12:21:43"
"IM_LA_321","LA",321,"T_LA_1162",0,,,"Tolbooth","dumfries",0,,"LEM","12_03_01_12:21:54","LEM","12_03_01_12:22:01"
"IM_LA_337","LA",337,"T_JO_614",1,"12_1676","12_01_76_00:00:00","Tolbooth","Paisley",0,,"LEM","01_16_02_10:42:22","LEM","01_16_02_10:42:40"
"IM_LA_351","LA",351,"T_LA_1189",0,,,"Tolbooth","Renfrew",0,"Moved","LEM","01_30_02_13:24:52","LEM","01_30_02_13:25:02"
"IM_LA_352","LA",352,"T_LA_1189",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Glasgow",0,"Moved","LEM","01_30_02_13:25:03","LEM","01_30_02_13:25:19"
"IM_LA_353","LA",353,"T_LA_1189",0,"12_5_1697","05_12_97_00:00:00","Tolbooth","Renfrew",0,,"LEM","01_30_02_13:25:20","LEM","01_30_02_13:25:47"
"IM_LA_354","LA",354,"T_LA_1191",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Renfrew",0,"Moved","LEM","01_30_02_13:43:17","LEM","01_30_02_13:43:52"
"IM_LA_355","LA",355,"T_LA_1191",0,"12_5_1697","05_12_97_00:00:00","Tolbooth","Glasgow",0,"Moved","LEM","01_30_02_13:43:27","LEM","01_30_02_13:44:04"
"IM_LA_356","LA",356,"T_LA_1191",0,,,"Tolbooth","Renfrew",0,,"LEM","01_30_02_13:44:04","LEM","01_30_02_13:44:17"
"IM_LA_357","LA",357,"T_JO_1131",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Paisley",0,,"LEM","01_30_02_15:05:39","LEM","01_31_02_10:09:05"
"IM_LA_359","LA",359,"T_JO_1133",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Renfrew",0,"Moved","LEM","01_30_02_15:16:03","jhm","10_22_02_10:48:51"
"IM_LA_360","LA",360,"T_LA_1190",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Paisley",0,,"LEM","01_30_02_15:20:22","LEM","01_30_02_15:20:37"
"IM_LA_361","LA",361,"T_LA_1199",0,"13_4_1697","04_13_97_00:00:00","Tolbooth","Paisley",0,"Moved","LEM","01_30_02_15:28:36","LEM","01_30_02_15:29:16"
"IM_LA_362","LA",362,"T_LA_1199",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Glasgow",0,"Moved","LEM","01_30_02_15:29:16","LEM","01_30_02_15:29:29"
"IM_LA_363","LA",363,"T_LA_1199",0,"12_5_1697","05_12_97_00:00:00","Tolbooth","Paisley",0,"Moved","LEM","01_30_02_15:29:30","LEM","01_30_02_15:32:50"
"IM_LA_364","LA",364,"T_LA_1201",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Renfrew",0,"Moved","LEM","01_30_02_16:09:35","LEM","01_30_02_16:10:35"
"IM_LA_365","LA",365,"T_LA_1201",0,"13_4_1697","04_13_97_00:00:00","Tolbooth","paisley",0,"Moved","LEM","01_30_02_16:10:01","LEM","01_30_02_16:10:38"
"IM_LA_366","LA",366,"T_LA_1201",0,"12_5_1697","05_12_97_00:00:00","Tolbooth","Paisley",0,,"LEM","01_30_02_16:10:16","LEM","01_30_02_16:10:33"
"IM_LA_367","LA",367,"T_LA_1202",0,"7_7_1644","07_07_44_00:00:00",,"Dunbar",0,,"LEM","01_30_02_17:31:21","LEM","01_30_02_17:31:34"
"IM_LA_368","LA",368,"T_LA_1203",0,"7_7_1644","07_07_44_00:00:00",,"Dunbar",0,,"LEM","01_30_02_17:33:57","LEM","01_30_02_17:34:03"
"IM_LA_369","LA",369,"T_LA_1204",0,"7_7_1644","07_07_44_00:00:00",,"Dunbar",0,,"LEM","01_30_02_17:37:04","LEM","01_30_02_17:37:10"
"IM_LA_370","LA",370,"T_LA_1205",0,"7_7_1644","07_07_44_00:00:00",,"Dunbar",0,,"LEM","01_30_02_17:39:41","LEM","01_30_02_17:39:48"
"IM_LA_371","LA",371,"T_JO_1133",0,"12_5_1697","05_12_97_00:00:00","Tolbooth","Paisley",0,,"LEM","01_31_02_10:26:47","LEM","01_31_02_10:27:34"
"IM_LA_372","LA",372,"T_LA_1208",0,"15_4_1697","04_15_97_00:00:00",,,0,,"LEM","01_31_02_13:05:39","LEM","01_31_02_13:05:45"
"IM_LA_373","LA",373,"T_LA_1209",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Renfrew",0,"Released","LEM","01_31_02_13:16:56","LEM","01_31_02_13:17:19"
"IM_LA_374","LA",374,"T_LA_1210",0,"15_4_1697","04_15_97_00:00:00","Tolbooth","Renfrew",0,"Released","LEM","01_31_02_13:24:48","LEM","01_31_02_13:24:59"
"IM_LA_375","LA",375,"T_LA_1211",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","01_31_02_14:57:24","LEM","01_31_02_14:57:39"
"IM_LA_376","LA",376,"T_LA_1212",0,,,,"Refrew",0,"Released","LEM","01_31_02_15:08:34","jhm","10_18_02_10:22:36"
"IM_LA_377","LA",377,"T_LA_1213",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","01_31_02_20:51:23","LEM","01_31_02_20:51:51"
"IM_LA_378","LA",378,"T_LA_1214",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,"Moved","LEM","01_31_02_21:04:40","LEM","01_31_02_21:04:56"
"IM_LA_379","LA",379,"T_LA_1214",0,"12_5_1697","05_12_97_00:00:00",,"Paisley",0,,"LEM","01_31_02_21:04:58","LEM","01_31_02_21:05:10"
"IM_LA_380","LA",380,"T_LA_1215",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","01_31_02_21:19:39","LEM","01_31_02_21:19:47"
"IM_LA_381","LA",381,"T_LA_1216",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","01_31_02_21:32:35","LEM","01_31_02_21:32:49"
"IM_LA_382","LA",382,"T_LA_1217",0,"15_4_1697","04_15_97_00:00:00",,"Paisley",0,,"LEM","02_01_02_11:19:46","LEM","02_01_02_11:19:58"
"IM_LA_383","LA",383,"T_LA_1218",0,"15_4_1697","04_15_97_00:00:00",,"Paisley",0,,"LEM","02_01_02_11:42:21","LEM","02_01_02_11:42:45"
"IM_LA_384","LA",384,"T_LA_1219",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","02_01_02_11:54:36","LEM","02_01_02_11:54:44"
"IM_LA_385","LA",385,"T_LA_1220",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","02_01_02_12:16:46","LEM","02_01_02_12:17:07"
"IM_LA_386","LA",386,"T_LA_1221",0,"15_4_1697","04_15_97_00:00:00",,"Renfrew",0,,"LEM","02_01_02_12:26:11","LEM","02_01_02_12:26:19"
