Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date_Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P_ST_1588",1588,"ST","Kilcolmkill","XKL",1588,"Morvern",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1589",1589,"ST","Sand","SXD",1589,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1590",1590,"ST","Kilkerran","KXI",1590,"Morvern","Kintyre",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1591",1591,"ST","Killellan","KXL",1591,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1592",1592,"ST","Killespick-Kyril","MNX",1592,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1593",1593,"ST","Killintag","KGX",1593,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1594",1594,"ST","Kilmahog","KXM",1594,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1595",1595,"ST","Kilmaveonaig","KXA",1595,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1596",1596,"ST","Kilmelfort","KMX",1596,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1597",1597,"ST","Kilninver","KXV",1597,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1598",1598,"ST","Kilmuir","KXR",1598,"Brechin",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1599",1599,"ST","Kilmorich","KXH",1599,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1600",1600,"ST","Lochgoilhead","LGX",1600,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_1601",1601,"ST","Kilmuir","KXU",1601,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_181",181,"ST","Beith","BEH",181,"Teviotdale","Kyle_&_Cunningham",,,"NS",35,54,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_182",182,"ST","Kingoldrum","KGM",182,"Brechin",,,,"NO",334,550,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_191",191,"ST","Mearns",,191,,,,,"NS",54,55,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_192",192,"ST","Fenwick","FEN",192,"Teviotdale","Kyle_&_Cunningham",,,"NS",46,43,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_193",193,"ST","Kennoway","KWY",193,"Merse","Fife",,,"NO",351,27,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_195",195,"ST","Kilbirnie",,195,,,,,"NS",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_206",206,"ST","Grangemouth","GRM",206,,,,,"NS",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2080",2080,"ST","Walston","WAL",2080,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_209",209,"ST","Tealing","TEA",209,"South_of_Forth","Angus",,,"NO",40,37,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_218",218,"ST","St_Martins",,218,"South_of_Forth","Angus",,,"NO",154,303,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2205",2205,"ST","Deer","ODR",2205,"Garioch","Buchan",,,"NJ",978,477,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_221",221,"ST","Monifieth",,221,"Merse","Angus",,,"NO",490,320,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_225",225,"ST","Cameron","CMN",225,,,,,"NO",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_228",228,"ST","Minnigaff",,228,"Rhinns","Desnes",,,"NX",41,66,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_244",244,"ST","Liff",,244,,,,,"NO",333,328,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_245",245,"ST","Liff_and_Benvie",,245,,,,,"NO",333,328,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2636",2636,"ST","Cadder","CAD",2636,"Teviotdale",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2638",2638,"ST","Carmichael","CAL",2638,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2650",2650,"ST","Rutherglen","RUG",2650,"Teviotdale","Rutherglen",,,"NS",610,610,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2651",2651,"ST","Symington","SMN",2651,,,,,"NS",998,352,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2904",2904,"ST","Killearnan","KEA",2904,"Ross",,,,"NH",576,495,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2909",2909,"ST","Kiltearn","KTE",2909,"Ross",,,,"NH",617,653,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2910",2910,"ST","Lemlair","LLX",2910,"Ross",,,,"NH",576,614,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2915",2915,"ST","Kincardine","KCR",2915,"Ross",,,,"NH",605,894,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2919",2919,"ST","Kilmuir_Wester","KXW",2919,"Ross",,,,"NH",676,501,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_2924",2924,"ST","Lochalsh","LAL",2924,"Ross",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3003",3003,"ST","Thankerton","TKX",3003,,,,,"NS",970,380,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3041",3041,"ST","Stonehouse","STS",3041,"Teviotdale","Lanark",,,"NS",750,460,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_33",33,"ST","Leith",,33,,,,,"NS",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3374",3374,"ST","Arndilly","BOH",3374,,,,,"NJ",280,470,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3388",3388,"ST","Kilpatrick","OKP",3388,"Teviotdale","Lennox",,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3467",3467,"ST","Whitekirk_and_Tyninghame","WTH",3467,,,,,"N",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3469",3469,"ST","Inchcailloch","BUC",3469,,,,,"NS",410,906,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3477",3477,"ST","Gullane","DIR",3477,,,,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3483",3483,"ST","Seton","GLM",3483,,,,,"NT",410,750,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_352",352,"ST","Balmaghie","BMG",352,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_353",353,"ST","Clova","CXV",353,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_3532",3532,"ST","Kilgour","FAL",3532,,,,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_354",354,"ST","Eckford","ECK",354,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_355",355,"ST","Fortingall","FTL",355,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_356",356,"ST","Foula","FOX",356,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_357",357,"ST","Garvald","GLX",357,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_358",358,"ST","Gogar","GAX",358,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_359",359,"ST","Graemsay","GRX",359,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_360",360,"ST","Harvieston","HVX",360,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_361",361,"ST","Inchkenneth","IKX",361,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_362",362,"ST","Inishail","ISX",362,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_363",363,"ST","Iona","IOX",363,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_364",364,"ST","Kilninian","KXN",364,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_365",365,"ST","Kilpeter","KPX",365,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_366",366,"ST","Kilravock","XKV",366,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_367",367,"ST","Kilvickeon","XKW",367,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_368",368,"ST","Kinkell","KQX",368,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_369",369,"ST","Kinnedar","KXD",369,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_370",370,"ST","Kintray","KJX",370,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_371",371,"ST","Kirk_o'_Muir","XKK",371,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_372",372,"ST","Kirkandrews","KXQ",372,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_373",373,"ST","Kirkandrews_on_Esk","KXX",373,"Teviotdale","Eskdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_374",374,"ST","Kirkapoll","KXP",374,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_375",375,"ST","Kirkbride","XKG",375,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_376",376,"ST","Kirkchrist","XKX",376,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_377",377,"ST","Kirkconnell","XKQ",377,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_378",378,"ST","Kirkdale","KXJ",378,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_379",379,"ST","Knoydart","XKT",379,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_380",380,"ST","Moorfoot","MXF",380,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_381",381,"ST","Paxton","PAX",381,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_382",382,"ST","Sandness","SXN",382,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_383",383,"ST","Staplegorton","SXG",383,"Teviotdale","Eskdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_384",384,"ST","Toskerton","TOX",384,"Rhinns","Rhinns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_385",385,"ST","Walls","WSX",385,"Orkney",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_386",386,"ST","Walls_&_Sandness","WAS",386,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_387",387,"ST","Inch","SSX",387,"Rhinns","Rhinns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_388",388,"ST","Langholm","LHM",388,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_389",389,"ST","Lempitlaw","LPX",389,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_390",390,"ST","Leny","LXY",390,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_391",391,"ST","Liberton","LBN",391,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_392",392,"ST","Logie","LOG",392,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_393",393,"ST","Longcastle","LSX",393,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_394",394,"ST","Longnewton","LXN",394,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_395",395,"ST","Luce","LXU",395,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_396",396,"ST","Lude","LXE",396,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_397",397,"ST","Lunnasting","LXT",397,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_398",398,"ST","Nemphlar","NPX",398,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_399",399,"ST","Ness_(Lewis)","NEX",399,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_400",400,"ST","Nisbet","NBX",400,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_401",401,"ST","Pottie","PIX",401,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_402",402,"ST","Quothquhan","QQX",402,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_403",403,"ST","Senwick","SXK",403,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_404",404,"ST","Simprin","SPX",404,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_405",405,"ST","Skinnet","SXI",405,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_406",406,"ST","Soroby","SXB",406,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_407",407,"ST","South_Ronadsay_St_Peter's","SXR",407,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_408",408,"ST","Strafontein","SXF",408,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_409",409,"ST","Uig_(Skye)","UIX",409,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_410",410,"ST","Wauchope","WHX",410,"Teviotdale","Eskdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_411",411,"ST","Whalsay","WYX",411,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_412",412,"ST","Wheelkirk","WRX",412,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_413",413,"ST","Wilton","WOX",413,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_414",414,"ST","Wiston","WIX",414,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_415",415,"ST","Abbey_St_Bathans","ASB",415,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_416",416,"ST","Abbotrule","AUX",416,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_417",417,"ST","Abbotshall","AAX",417,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_418",418,"ST","Abdie","ABE",418,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_420",420,"ST","Aberdalgie","ADG",420,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_421",421,"ST","Aberdeen_St_Machar","ABN",421,"Garioch","Aberdeen","Aberdeenshire","Lothian",,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_422",422,"ST","Aberdeen_Snow","AWX",422,"Garioch","Aberdeen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_423",423,"ST","Aberdeen-_Spittal","ASX",423,"Garioch","Aberdeen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_425",425,"ST","Aberdour","ABR",425,"Garioch","Boyne",,,"NJ",883,645,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_426",426,"ST","Aberfoyle","AFE",426,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_427",427,"ST","Aberlady","ABY",427,"South_of_Forth","South_of_Forth",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_428",428,"ST","Aberlemno","ABL",428,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_429",429,"ST","Aberlour","ABU",429,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_431",431,"ST","Abernethy","AKE",431,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_432",432,"ST","Abernethy","ANX",432,"Strathspey","Strathspey",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_433",433,"ST","Abernyte","ANT",433,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_434",434,"ST","Abertarff","AFX",434,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_435",435,"ST","Aberuthven","AVX",435,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_436",436,"ST","Aboyne_&_Glentanar","ABG",436,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_437",437,"ST","Aboyne","ABX",437,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_438",438,"ST","Advie","ADX",438,"Strathspey","Strathspey",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_439",439,"ST","Airlie","AIR",439,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_440",440,"ST","Airth","AIH",440,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_441",441,"ST","Aithsting","AIX",441,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_442",442,"ST","Alford","ALF",442,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_443",443,"ST","Alloa","ALL",443,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_444",444,"ST","Alness","ALN",444,"Ross",,,,"NH",644,691,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_445",445,"ST","Altyre","AYX",445,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_446",446,"ST","Alva","AVA",446,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_447",447,"ST","Alvah","ALV",447,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_448",448,"ST","Alves","AVS",448,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_449",449,"ST","Alvie","ALE",449,"Strathspey","Strathspey",,,"NH",860,90,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_450",450,"ST","Alyth","ALY",450,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_451",451,"ST","Ancrum","ANM",451,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_452",452,"ST","Annan","ANN",452,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_453",453,"ST","Anstruther_Easter","ANE",453,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_454",454,"ST","Anstruther_Wester","ANR",454,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_455",455,"ST","Antermony","AMX",455,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_456",456,"ST","Anwoth","ANH",456,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_457",457,"ST","Applecross","APC",457,"Ross",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_458",458,"ST","Applegarth","APP",458,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_459",459,"ST","Arbirlot","ARB",459,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_460",460,"ST","Arbroath_&_St_Vigeans","ASV",460,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_461",461,"ST","Arbuthnott","ABT",461,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_462",462,"ST","Ardchattan_&_Muckairn","AMN",462,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_463",463,"ST","Ardchattan","AHX",463,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_464",464,"ST","Ardclach","ACL",464,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_465",465,"ST","Ardeonaig","AOX",465,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_466",466,"ST","Ardersier","ARS",466,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_467",467,"ST","Ardgour","ARR",467,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_468",468,"ST","Ardnamurchan","ARD",468,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_469",469,"ST","Ardoch","ARH",469,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_470",470,"ST","Ardrossan","ARO",470,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_471",471,"ST","Arisaig_&_Moidart","AMT",471,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_472",472,"ST","Arisaig","AGX",472,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_473",473,"ST","Arngask","AGK",473,"Merse","Fothriff",,,"NO",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_474",474,"ST","Arrochar","AAR",474,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_475",475,"ST","Ashkirk","ASH",475,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_476",476,"ST","Assynt","ASY",476,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_477",477,"ST","Athelstaneford","ATF",477,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_478",478,"ST","Auchindoir_&_Kearn","ARK",478,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_479",479,"ST","Auchindoir","ARX",479,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_480",480,"ST","Auchinleck","AUK",480,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_481",481,"ST","Auchterarder","AUA",481,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_482",482,"ST","Auchterderran","ADN",482,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_483",483,"ST","Auchtergaven","AUG",483,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_484",484,"ST","Auchterhouse","AUH",484,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_485",485,"ST","Auchterless","AUS",485,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
