Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date_Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P_ST_859",859,"ST","Fettercairn","FEC",859,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_860",860,"ST","Fetteresso","FES",860,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_861",861,"ST","Fordoun","FRD",861,"Merse","Mearns",,,"NO",726,784,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_862",862,"ST","Fossoway_&_Tullibole","FOS",862,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_863",863,"ST","Fala_&_Soutra","FSO",863,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_864",864,"ST","Fala","FAX",864,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_865",865,"ST","Forres","FRS",865,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_866",866,"ST","Firth","FIR",866,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_867",867,"ST","Flotta","FLX",867,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_868",868,"ST","Findo_Gask","FGK",868,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_869",869,"ST","Forgandenny","FDY",869,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_870",870,"ST","Forteviot","FTT",870,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_871",871,"ST","Fowlis_Wester","FOW",871,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_872",872,"ST","Fearn","FEA",872,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_873",873,"ST","Fodderty","FOD",873,,,,,"NH",513,594,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_874",874,"ST","Fair_Isle","FIX",874,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_875",875,"ST","Fetlar","FET",875,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_876",876,"ST","Falkirk","FAK",876,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_877",877,"ST","Fintry","FTY",877,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_878",878,"ST","Farr","FRR",878,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_879",879,"ST","Gartly","GAR",879,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_880",880,"ST","Glenbuchet","GLB",880,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_881",881,"ST","Glass","GLS",881,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_882",882,"ST","Glentanar","GTX",882,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_883",883,"ST","Glenmuick_Tullich_&_Glengairn","GTG",883,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_884",884,"ST","Glenmuick","GMX",884,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_885",885,"ST","Glengairn","GGX",885,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_886",886,"ST","Glamis","GLA",886,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_887",887,"ST","Glenisla","GLI",887,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_888",888,"ST","Guthrie","GUT",888,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_889",889,"ST","Glenorchy_&_Inishail","GIL",889,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_890",890,"ST","Glenorchy","GOX",890,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_891",891,"ST","Galston","GAL",891,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_892",892,"ST","Girvan","GIR",892,"Teviotdale","Carrick",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_893",893,"ST","Gamrie","GAM",893,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_894",894,"ST","Grange","GRG",894,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_895",895,"ST","Gordon","GOR",895,"Merse",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_896",896,"ST","Greenlaw","GRE",896,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_897",897,"ST","Glencairn","GLC",897,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_898",898,"ST","Gretna","GRT",898,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_899",899,"ST","Garvald_&_Bara","GBA",899,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_900",900,"ST","Gladsmuir","GLM",900,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_901",901,"ST","Garvald","GVX",901,"Merse","Haddington",,,"NT",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_902",902,"ST","Glenelg","GLE",902,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_903",903,"ST","Gigha_&_Cara","GCA",903,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_904",904,"ST","Gelston","GEX",904,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_905",905,"ST","Girthon","GRN",905,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_906",906,"ST","Galtway","GWX",906,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_907",907,"ST","Garvock","GAK",907,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_908",908,"ST","Glenbervie","GLV",908,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_909",909,"ST","Glassford","GFD",909,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_910",910,"ST","Glasgow","GLW",910,"Teviotdale","Rutherglen",,,"NS",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_911",911,"ST","Govan","GOV",911,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_912",912,"ST","Glencorse","GLO",912,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_913",913,"ST","Glenholm","GHX",913,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_914",914,"ST","Glendevon","GDV",914,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_915",915,"ST","Greenock","GRK",915,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_916",916,"ST","Gairloch","GAI",916,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_917",917,"ST","Glenshiel","GLL",917,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_918",918,"ST","Galashiels","GAS",918,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_919",919,"ST","Gargunnock","GGK",919,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_921",921,"ST","Golspie","GOL",921,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_922",922,"ST","Glasserton","GLN",922,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_923",923,"ST","Huntly","HUN",923,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_924",924,"ST","Hilton","HNX",924,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_925",925,"ST","Hirsel","HRX",925,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_926",926,"ST","Horndean","HOX",926,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_927",927,"ST","Hume","HUM",927,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_928",928,"ST","Hutton","HUT",928,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_929",929,"ST","Half_Morton","HFM",929,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_930",930,"ST","Hoddom","HOD",930,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_931",931,"ST","Holywood","HOL",931,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_932",932,"ST","Hutton_(Magna)_&_Corrie","HCR",932,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_933",933,"ST","Hutton_(Magna)","HTX",933,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_934",934,"ST","Haddington","HAD",934,"Merse","Haddington","Lothian","haddington",,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_935",935,"ST","Humbie","HMB",935,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_936",936,"ST","Harris","HAR",936,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_937",937,"ST","Howmore","HEX",937,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_938",938,"ST","Hamilton","HAM",938,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_939",939,"ST","Heriot","HER",939,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_940",940,"ST","Hillswick","HWX",940,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_941",941,"ST","Harray","HYX",941,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_942",942,"ST","Holm_(&_Pablay)","HOM",942,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_943",943,"ST","Hoy","HOY",943,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_944",944,"ST","Houston","HOU",944,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_945",945,"ST","Hassendean","HDX",945,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_946",946,"ST","Hawick","HAW",946,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_947",947,"ST","Hobkirk","HOB",947,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_948",948,"ST","Hownam","HOW",948,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_949",949,"ST","Halliburton","HAX",949,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_950",950,"ST","Halkirk","HAL",950,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_951",951,"ST","Insch","INC",951,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_952",952,"ST","Inverurie","INR",952,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_953",953,"ST","Invergowrie","IGX",953,"Merse","Angus",,,"NO",350,300,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_954",954,"ST","Inverkeilor","INK",954,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_955",955,"ST","Inverarity","INY",955,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_956",956,"ST","Inveraray","INA",956,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_957",957,"ST","Inverchaolain","IVC",957,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_958",958,"ST","Irvine","IRV",958,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_959",959,"ST","Inveravon","IVV",959,"Strathspey","Strathspey",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_960",960,"ST","Inverkeithny","IVY",960,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_961",961,"ST","Innerwick","IWK",961,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_962",962,"ST","Inverkeithing","IKG",962,"Merse","Fothriff",,,"NT",130,829,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_963",963,"ST","Inverness_&_Bona","INB",963,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_964",964,"ST","Insch","INX",964,"Strathspey","Strathspey",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_965",965,"ST","Inverness","IVX",965,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_966",966,"ST","Inverallan","IAX",966,"Strathspey","Strathspey",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_967",967,"ST","Inveresk","ISK",967,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_968",968,"ST","Innerleithen","ILN",968,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_969",969,"ST","Inchture","INT",969,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_970",970,"ST","Inchinnan","INN",970,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_971",971,"ST","Inverkip","IVK",971,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_972",972,"ST","Inch","INH",972,"Rhinns","Rhinns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_973",973,"ST","Jedburgh","JED",973,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_974",974,"ST","Johnstone","JOH",974,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_975",975,"ST","Jura","JUR",975,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_976",976,"ST","Killean","KAX",976,"Morvern","Kintyre",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_977",977,"ST","Kilbarchan","KBA",977,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_978",978,"ST","Kilbride_(Arran)","KBD",978,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_979",979,"ST","Kilbirnie","KBE",979,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_980",980,"ST","Kilbrandon_&_Kilchattan","KBK",980,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_981",981,"ST","Kirkbean","KBN",981,"Teviotdale",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_982",982,"ST","Kingsbarns","KBS",982,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_983",983,"ST","Kilbride","KBX",983,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_984",984,"ST","Kinneff_&_Catterline","KCA",984,,,,,"NO",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_985",985,"ST","Kilchalmonell","KCH",985,"Morvern","Kintyre",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_986",986,"ST","Kirkconnell","KCL",986,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_987",987,"ST","Kirkcolm","KCM",987,"Rhinns","Rhinns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_988",988,"ST","Kilchoman_(Islay)","KCN",988,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_989",989,"ST","Kincardine_O'Neil","KCO",989,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_990",990,"ST","Kilconquhar","KCQ",990,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_991",991,"ST","Kincardine","KCR",991,,,,,"NH",605,894,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_992",992,"ST","Kiltarlity_&_Convinth","KCV",992,,,,,"NH",512,413,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_993",993,"ST","Kirkcowan","KCW",993,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_994",994,"ST","Kilchattan","KCX",994,"Morvern","Lorn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_995",995,"ST","Kirkpatrick_Durham","KDM",995,"Teviotdale",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_996",996,"ST","Kildonan","KDN",996,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_997",997,"ST","Kildalton_&_Oa","KDO",997,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_998",998,"ST","Kirkcaldy_&_Dysart","KDT",998,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_999",999,"ST","Kilchrenan_&_Dalavich","KDV",999,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
