CommissionRef,CommissionSystemId,CommissionID,Trialref,Commbody,Commtype,Commexists,Commdate,Commdate_as_date,Seal,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CO_JO_1328","JO",1328,"T_JO_2122","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_09:57:09","jhm","09_10_02_11:44:22"
"CO_JO_1329","JO",1329,"T_JO_2123","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:01:07","jhm","09_10_02_11:44:11"
"CO_JO_1330","JO",1330,"T_JO_2124","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:07:00","jhm","09_10_02_11:43:54"
"CO_JO_1357","JO",1357,"T_JO_2137","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,"I_think_this_was_issued_by_James_VI","jhm","09_10_02_10:21:08","jhm","09_10_02_10:21:56"
"CO_JO_1358","JO",1358,"T_JO_2138","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:24:35","jhm","09_10_02_11:43:34"
"CO_JO_1359","JO",1359,"T_JO_2139","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:30:43","jhm","09_10_02_11:43:22"
"CO_JO_1360","JO",1360,"T_JO_2140","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:37:21","jhm","09_10_02_11:42:38"
"CO_JO_1361","JO",1361,"T_JO_2141","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:40:29","jhm","09_10_02_11:43:10"
"CO_JO_1362","JO",1362,"T_JO_2142","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:43:20","jhm","09_10_02_11:42:20"
"CO_JO_1363","JO",1363,"T_JO_2143","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:46:52","jhm","09_10_02_11:42:05"
"CO_JO_1364","JO",1364,"T_JO_2144","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,"I_think_this_was_issued_by_James_VI","jhm","09_10_02_10:50:28","LEM","10_30_02_11:14:30"
"CO_JO_1365","JO",1365,"T_JO_2145","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:53:40","jhm","09_10_02_11:41:30"
"CO_JO_1366","JO",1366,"T_JO_2146","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_10:59:04","jhm","09_10_02_11:41:18"
"CO_JO_1367","JO",1367,"T_JO_2147","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:02:48","jhm","09_10_02_11:41:08"
"CO_JO_1368","JO",1368,"T_JO_2148","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:05:47","jhm","09_10_02_11:40:08"
"CO_JO_1369","JO",1369,"T_JO_2149","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:11:17","jhm","09_10_02_11:39:53"
"CO_JO_1370","JO",1370,"T_JO_2150","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:24:38","jhm","09_10_02_11:39:42"
"CO_JO_1371","JO",1371,"T_JO_2151","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:28:21","jhm","09_10_02_11:39:31"
"CO_JO_1372","JO",1372,"T_JO_2152","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:31:37","jhm","09_10_02_11:39:22"
"CO_JO_1373","JO",1373,"T_JO_2153","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:35:03","jhm","09_10_02_11:39:12"
"CO_JO_1374","JO",1374,"T_JO_2154","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:37:40","jhm","09_10_02_11:38:59"
"CO_JO_1375","JO",1375,"T_JO_2155","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"15_10_1577","10_15_77_00:00:00",,,"jhm","09_10_02_11:46:11","jhm","09_10_02_11:46:22"
"CO_JO_1376","JO",1376,"T_JO_2156","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:48:54","jhm","09_10_02_11:49:25"
"CO_JO_1377","JO",1377,"T_JO_2157","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:51:46","jhm","09_10_02_11:52:34"
"CO_JO_1378","JO",1378,"T_JO_2158","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:55:10","jhm","09_10_02_11:55:57"
"CO_JO_1379","JO",1379,"T_JO_2159","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_11:59:41","jhm","09_10_02_12:00:12"
"CO_JO_1380","JO",1380,"T_JO_2160","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_12:03:00","jhm","09_10_02_12:03:35"
"CO_JO_1381","JO",1381,"T_JO_2119","Royal_Commision_-_Unknown_Origin","Arrest",1,"23_1_1578","01_23_78_00:00:00",,,"jhm","09_10_02_12:14:05","jhm","11_07_02_11:17:07"
"CO_JO_1382","JO",1382,"T_JO_2159","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"23_1_1578","01_23_78_00:00:00",,,"jhm","09_10_02_12:19:10","jhm","09_10_02_12:19:29"
"CO_JO_1383","JO",1383,"T_JO_2161","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"23_1_1578","01_23_78_00:00:00",,,"jhm","09_10_02_12:22:35","jhm","09_10_02_12:23:52"
"CO_JO_1384","JO",1384,"T_JO_1468","Privy_Council","Justiciary",1,"19_3_1633","03_19_33_00:00:00",,"Reviewed_by_Archbishop_of_St_Andrews.","jhm","09_17_02_11:50:40","jhm","09_17_02_11:51:12"
"CO_JO_1385","JO",1385,"T_JO_1797","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","09_26_02_16:37:45","jhm","09_26_02_16:38:01"
"CO_JO_1386","JO",1386,"T_JO_2189","Privy_Council","Justiciary",1,"9_8_1630","08_09_30_00:00:00","signet",,"jhm","10_07_02_12:31:48","jhm","10_07_02_12:32:05"
"CO_JO_1387","JO",1387,"T_JO_350","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"jhm","10_21_02_13:24:18","jhm","10_21_02_13:24:30"
"CO_JO_1388","JO",1388,"T_JO_597","Privy_Council",,1,"2_3_1682","03_02_82_00:00:00",,"Order_to_move_the_accused_to_Edinburgh_for_trial.","jhm","10_22_02_10:07:37","jhm","10_22_02_10:08:05"
"CO_JO_1389","JO",1389,"T_JO_2121","Royal_Commision_-_Unknown_Origin","Arrest",1,"23_1_1578","01_23_78_00:00:00",,,"jhm","11_07_02_11:18:12","jhm","11_07_02_11:19:50"
"CO_JO_196","JO",196,"T_JO_304","Privy_Council","Justiciary",1,"28_8_1628","08_28_28_00:00:00","signet",,"jhm","07_02_01_12:46:20","jhm","07_02_01_12:47:19"
"CO_JO_197","JO",197,"T_JO_305","Privy_Council","Justiciary",1,"28_8_1638","08_28_38_00:00:00","signet",,"jhm","07_02_01_12:57:54","jhm","07_02_01_12:58:05"
"CO_JO_198","JO",198,"T_JO_306","Privy_Council","Justiciary",1,"28_8_1628","08_28_28_00:00:00","signet",,"jhm","07_02_01_13:08:31","jhm","07_02_01_13:08:45"
"CO_JO_199","JO",199,"T_JO_309","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_02_01_15:24:12","jhm","07_02_01_15:24:46"
"CO_JO_2","JO",2,"T_JO_3","Royal_Commision_-_Unknown_Origin","Arrest_and_justiciary",1,"19_2_1596","02_19_96_00:00:00","Signet",,"jhm","05_17_01_16:10:47","jhm","05_17_01_16:11:21"
"CO_JO_200","JO",200,"T_JO_310","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_02_01_15:55:49","jhm","07_02_01_15:56:03"
"CO_JO_201","JO",201,"T_JO_311","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_02_01_16:03:51","jhm","07_02_01_16:04:07"
"CO_JO_202","JO",202,"T_JO_312","Privy_Council","Justiciary",1,"27_9_1628","09_27_28_00:00:00","signet",,"jhm","07_02_01_16:15:11","jhm","07_02_01_16:15:28"
"CO_JO_203","JO",203,"T_JO_312","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_02_01_16:15:29","jhm","07_02_01_16:15:41"
"CO_JO_204","JO",204,"T_JO_313","Privy_Council","Justiciary",1,"27_9_1628","09_27_28_00:00:00","signet",,"jhm","07_02_01_16:28:53","jhm","07_02_01_16:29:16"
"CO_JO_205","JO",205,"T_JO_313","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_02_01_16:29:17","jhm","07_02_01_16:29:32"
"CO_JO_206","JO",206,"T_JO_314","Privy_Council","Justiciary",1,"27_9_1628","09_27_28_00:00:00","signet",,"jhm","07_03_01_09:23:46","jhm","07_03_01_09:24:00"
"CO_JO_207","JO",207,"T_JO_314","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_03_01_09:24:01","jhm","07_03_01_09:24:22"
"CO_JO_208","JO",208,"T_JO_315","Privy_Council","Justiciary",1,"27_9_1628","09_27_28_00:00:00","signet",,"jhm","07_03_01_09:35:36","jhm","07_03_01_09:35:53"
"CO_JO_209","JO",209,"T_JO_315","Privy_Council","Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","07_03_01_09:35:54","jhm","07_03_01_09:36:04"
"CO_JO_210","JO",210,"T_JO_307","Privy_Council","Justiciary",1,"29_7_1628","07_29_28_00:00:00","signet","issued_to_try_for_witchcraft","jhm","07_03_01_09:53:54","jhm","07_03_01_09:58:03"
"CO_JO_212","JO",212,"T_JO_307","Privy_Council","Justiciary",1,"28_8_1628","08_28_28_00:00:00",,"issued_at_request_James_Borthwick_to_investigate_accused's_involvement_in_the_death_of_his_father,_wife_and_children.","jhm","07_03_01_09:56:57","jhm","07_03_01_10:05:15"
"CO_JO_213","JO",213,"T_JO_307","Privy_Council","Arrest",1,"27_9_1629","09_27_29_00:00:00",,"order_to_Edinburgh_baillies_to_give_accused_over_to_local_ministers_to_transport_accused_to_Dalkeith_for_trial","jhm","07_03_01_10:08:07","jhm","07_03_01_10:09:22"
"CO_JO_214","JO",214,"T_JO_308","Privy_Council","Justiciary",1,"29_7_1628","07_29_28_00:00:00","signet","issued_to_try_accused_for_witchcraft","jhm","07_03_01_10:38:58","jhm","07_03_01_10:40:03"
"CO_JO_215","JO",215,"T_JO_308","Privy_Council","Justiciary",1,"28_8_1628","08_28_28_00:00:00",,"accusation_extended_to_include_murder_at_request_of_family_of_Earl_of_Lothian.","jhm","07_03_01_10:40:07","jhm","07_03_01_10:41:15"
"CO_JO_216","JO",216,"T_JO_308","Privy_Council","Arrest",1,"27_9_1638","09_27_38_00:00:00",,"Edinburgh_council_to_release_accused_to_local_ministers_for_transport_to_Dalkeith_for_trial.","jhm","07_03_01_10:44:42","jhm","07_03_01_10:45:45"
"CO_JO_217","JO",217,"T_JO_316","Privy_Council","Justiciary",1,"2_6_1629","06_02_29_00:00:00","signet","granted_to_the_baillies_of_the_regality_of_Dalkeith.","jhm","07_03_01_12:14:12","jhm","07_03_01_12:14:52"
"CO_JO_218","JO",218,"T_JO_318","Privy_Council","Justiciary",1,"2_6_1629","06_02_29_00:00:00","signet",,"jhm","07_03_01_12:52:01","jhm","07_03_01_12:53:26"
"CO_JO_219","JO",219,"T_JO_319","Privy_Council","Justiciary",1,"2_6_1629","06_02_29_00:00:00","signet",,"jhm","07_03_01_13:00:19","jhm","07_03_01_13:00:32"
"CO_JO_220","JO",220,"T_JO_320","Privy_Council","Justiciary",1,"2_6_1629","06_02_29_00:00:00","signet",,"jhm","07_03_01_13:05:43","jhm","07_03_01_13:05:54"
"CO_JO_221","JO",221,"T_JO_321","Privy_Council","Justiciary",1,"5_9_1629","09_05_29_00:00:00","signet",,"jhm","07_03_01_13:31:53","jhm","07_03_01_13:49:03"
"CO_JO_222","JO",222,"T_JO_322","Privy_Council","Justiciary",1,"5_9_1629","09_05_29_00:00:00","signet",,"jhm","07_03_01_13:39:31","jhm","07_03_01_13:39:43"
"CO_JO_223","JO",223,"T_JO_323","Privy_Council","Justiciary",1,"5_9_1629","09_05_29_00:00:00","signet",,"jhm","07_03_01_13:45:02","jhm","07_03_01_13:45:13"
"CO_JO_224","JO",224,"T_JO_324","Privy_Council","Justiciary",1,"6_11_1629","11_06_29_00:00:00","signet",,"jhm","07_03_01_15:21:10","jhm","07_03_01_15:21:36"
"CO_JO_225","JO",225,"T_JO_324","Privy_Council","Arrest",1,"10_1629","10_01_29_00:00:00",,"presbytery_refers_to_warrant_for_arrest_from_the_council.","jhm","07_03_01_15:22:38","jhm","07_04_01_09:26:29"
"CO_JO_226","JO",226,"T_JO_325","Privy_Council","Justiciary",1,"6_11_1629","11_06_29_00:00:00","signet",,"jhm","07_03_01_15:29:59","jhm","07_03_01_15:30:10"
"CO_JO_227","JO",227,"T_JO_325","Privy_Council",,1,"10_1629","10_01_29_00:00:00",,"presbytery_refer_to_a_warrant_for_arrest_issued_by_the_council.","jhm","07_03_01_15:30:12","jhm","07_04_01_09:26:11"
"CO_JO_228","JO",228,"T_LA_88","Privy_Council",,1,"10_1629","10_01_29_00:00:00",,"Presbytery_refer_to_warrand_for_arrest_which_has_already_been_issued_by_the_council,_no_record_in_council_minutes.","jhm","07_03_01_15:46:34","jhm","10_21_02_15:46:31"
"CO_JO_229","JO",229,"T_JO_326","Privy_Council","Arrest",1,"10_1629","10_01_29_00:00:00",,"Presbytery_referred_to_a_warrant_for_arrest_issued_by_council_but_there_are_no_records_of_this_in_the_Privy_Council_minutes.","jhm","07_03_01_15:51:39","LEM","11_01_02_15:33:08"
"CO_JO_230","JO",230,"T_JO_327","Privy_Council","Arrest",1,"10_1629","10_01_29_00:00:00",,"presbytery_referred_to_a_warrant_for_arrest_from_council_but_there_are_no_records_for_this_in_the_Privy_Council_minutes.","jhm","07_03_01_15:56:51","LEM","11_01_02_15:32:01"
"CO_JO_231","JO",231,"T_JO_328","Privy_Council","Arrest",1,"10_1629","10_01_29_00:00:00",,"presbytery_referred_to_a_warrant_for_arrest_but_there_are_no_records_of_this_in_the_minutes_of_the_Privy_Council","jhm","07_03_01_16:08:43","LEM","11_01_02_15:29:49"
"CO_JO_232","JO",232,"T_JO_329","Privy_Council","Arrest",1,"10_1629","10_01_29_00:00:00",,"no_record_in_privy_council_records,_but_presbytery_refer_to_warrant_obtained_from_council","jhm","07_04_01_09:22:41","jhm","07_04_01_09:23:22"
"CO_JO_233","JO",233,"T_JO_330","Privy_Council","Justiciary",1,"3_12_1629","12_03_29_00:00:00","signet",,"jhm","07_04_01_09:35:10","jhm","07_04_01_09:35:24"
"CO_JO_234","JO",234,"T_JO_331","Privy_Council","Justiciary",1,"3_12_1629","12_03_29_00:00:00","signet",,"jhm","07_04_01_09:40:38","jhm","07_04_01_09:40:51"
"CO_JO_235","JO",235,"T_JO_333","Privy_Council","Justiciary",1,"22_6_1630","06_22_30_00:00:00",,,"jhm","07_04_01_10:16:06","jhm","07_04_01_10:16:31"
"CO_JO_236","JO",236,"T_JO_333","Privy_Council","Arrest",1,"4_1630","04_01_30_00:00:00",,"presbytery_note_that_warrant_to_'keep_fast'_the_accused_had_been_issued_by_council,_no_record_in_RPC","jhm","07_04_01_10:16:32","jhm","07_04_01_10:17:49"
"CO_JO_237","JO",237,"T_JO_334","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrest,_ward_and_examine.","jhm","07_04_01_10:47:38","jhm","07_04_01_10:49:06"
"CO_JO_238","JO",238,"T_JO_335","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrest,_ward_and_interrogate.","jhm","07_04_01_10:59:45","jhm","07_04_01_11:00:31"
"CO_JO_239","JO",239,"T_JO_336","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrest,_ward_and_interrogate","jhm","07_04_01_11:44:43","jhm","07_04_01_11:45:21"
"CO_JO_240","JO",240,"T_JO_337","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrrest,_ward_and_question","jhm","07_04_01_11:53:35","jhm","07_04_01_11:54:05"
"CO_JO_241","JO",241,"T_JO_326","Privy_Council","Justiciary",1,"21_4_1630","04_21_30_00:00:00","signet","issued_to_Sir_George_Forrester","jhm","07_04_01_12:05:52","jhm","07_04_01_12:06:29"
"CO_JO_242","JO",242,"T_JO_338","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrest,_ward_and_question","jhm","07_04_01_12:13:11","jhm","07_04_01_12:13:37"
"CO_JO_243","JO",243,"T_JO_335","Privy_Council","Justiciary",1,"8_7_1630","07_08_30_00:00:00","signet",,"jhm","07_04_01_12:19:41","jhm","07_04_01_12:20:24"
"CO_JO_244","JO",244,"T_JO_339","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrest,_ward_and_interrogate","jhm","07_04_01_12:26:19","jhm","07_04_01_12:27:07"
"CO_JO_245","JO",245,"T_JO_340","Privy_Council","Interrogation_and_Arrest",1,"26_5_1630","05_26_30_00:00:00","signet","commission_to_search_for,_arrest,_ward_and_interrogate","jhm","07_04_01_12:35:24","jhm","07_04_01_12:35:55"
"CO_JO_246","JO",246,"T_JO_203","Royal_Commision_-_Unknown_Origin","Justiciary",1,"2_2_1597","02_02_97_00:00:00","signet","commission_issued_to_provost_and_baillies_of_Aberdeen","jhm","07_06_01_14:29:21","jhm","07_06_01_14:32:31"
"CO_JO_277","JO",277,"T_JO_417","Privy_Council","Justiciary",1,"2_8_1661","08_02_61_00:00:00",,"order_for_justice_deputes_to_try_accused_by_1_9_1661","jhm","07_16_01_12:39:37","jhm","07_16_01_12:41:11"
"CO_JO_278","JO",278,"T_JO_417","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,"order_to_try_accused_by_1_1_1662","jhm","07_16_01_12:40:29","jhm","07_16_01_12:41:43"
"CO_JO_279","JO",279,"T_JO_420","Privy_Council","Justiciary",1,"2_8_1661","08_02_61_00:00:00",,"order_for_another_trial_by_1_9_1661,_council_ordered_to_try_accused_or_release_her_before_1_9_1661","jhm","07_16_01_14:51:34","LEM","05_07_02_16:48:47"
"CO_JO_28","JO",28,"T_JO_75","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"2_2_1597","02_02_97_00:00:00","Signet",,"jhm","06_06_01_17:06:01","jhm","06_06_01_17:08:39"
"CO_JO_280","JO",280,"T_JO_420","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,"order_for_trial_before_1_1_1662,_council_ordered_the_Justice_Deputes_to_try_accused_or_release_her_before_1_1_1662","jhm","07_16_01_14:52:12","LEM","05_07_02_16:48:18"
"CO_JO_281","JO",281,"T_JO_422","Privy_Council","Justiciary",1,"2_8_1661","08_02_61_00:00:00",,"Trial_to_be_held_before_1_9_1661,_Council_ordered_the_Justice_Deputes_to_try_accused_or_release_her_before_1_1_1662","jhm","07_16_01_15:10:25","jhm","11_04_02_09:43:43"
"CO_JO_282","JO",282,"T_JO_422","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,"Trial_to_be_held_before_1_1_1662,_council_ordered_the_accused_to_be_tried_or_released_before_1_9_1661","jhm","07_16_01_15:10:42","jhm","11_04_02_09:43:48"
"CO_JO_283","JO",283,"T_LA_398","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_09:30:14","jhm","07_17_01_09:30:37"
"CO_JO_284","JO",284,"T_LA_401","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_09:31:23","jhm","07_17_01_09:31:40"
"CO_JO_285","JO",285,"T_JO_428","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_09:32:28","jhm","07_17_01_09:32:39"
"CO_JO_286","JO",286,"T_JO_429","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_09:34:40","jhm","07_17_01_09:34:52"
"CO_JO_288","JO",288,"T_LA_309","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_09:42:02","jhm","07_17_01_09:42:09"
"CO_JO_289","JO",289,"T_JO_430","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_09:53:30","jhm","07_17_01_09:53:40"
"CO_JO_29","JO",29,"T_JO_76","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"2_2_1597","02_02_97_00:00:00","signet",,"jhm","06_06_01_17:34:37","jhm","06_06_01_17:35:02"
"CO_JO_290","JO",290,"T_LA_400","Parliamentary","Justiciary",1,"26_6_1661","06_26_61_00:00:00",,,"jhm","07_17_01_09:56:14","jhm","07_17_01_09:56:23"
"CO_JO_291","JO",291,"T_JO_432","Parliamentary","Justiciary",1,"28_6_1661","06_28_61_00:00:00",,,"jhm","07_17_01_10:13:20","jhm","07_17_01_10:13:28"
"CO_JO_292","JO",292,"T_JO_434","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,"issued_to_for_trial_to_get_confession_or_prove_malifice","jhm","07_18_01_09:32:26","jhm","07_18_01_09:32:55"
"CO_JO_293","JO",293,"T_JO_435","Privy_Council","Justiciary",1,"7_11_1661","11_07_61_00:00:00",,"commission_for_trial_to_make_accused_confess_to_witchcraft_or_prove_malefice","jhm","07_18_01_09:45:23","jhm","07_18_01_15:30:08"
"CO_JO_30","JO",30,"T_JO_77","Privy_Council","Arrest_and_Justiciary",1,"11_11_1628","11_11_28_00:00:00","signet",,"jhm","06_07_01_14:43:15","jhm","06_07_01_14:43:32"
"CO_JO_31","JO",31,"T_JO_78","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"Commission_to_bring_suspect_to_Edinburgh_to_confront_Alexander_Hamilton.","jhm","06_07_01_16:26:02","jhm","06_12_01_09:27:40"
"CO_JO_32","JO",32,"T_JO_79","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"Commission_to_bring_suspect_in_to_confront_Alexander_Hamilton.","jhm","06_08_01_09:24:37","jhm","10_02_02_12:19:20"
"CO_JO_33","JO",33,"T_JO_80","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"Commission_to_bring_suspect_to_Edinburgh_to_confront_Alexander_Hamilton.","jhm","06_08_01_09:40:32","jhm","06_12_01_09:28:16"
"CO_JO_34","JO",34,"T_JO_81","Privy_Council","Investigation",1,"3_11_1629","11_03_29_00:00:00",,"Commission_to_bring_suspect_to_Edinburgh_to_confron_Alexander_Hamilton.","jhm","06_08_01_09:54:24","jhm","06_12_01_09:26:47"
"CO_JO_35","JO",35,"T_JO_81","Privy_Council","Investigation",1,"3_12_1629","12_03_29_00:00:00",,"Commission_to_investigate_case_against_suspect.","jhm","06_08_01_10:10:39","jhm","06_08_01_14:11:57"
"CO_JO_36","JO",36,"T_JO_81","Privy_Council","Arrest",1,"1_4_1630","04_01_30_00:00:00",,"Comission_to_arrest_and_ward_suspect_at_request_of_presbytery.","jhm","06_08_01_10:25:28","jhm","06_08_01_14:12:21"
"CO_JO_37","JO",37,"T_JO_81","Privy_Council","Justiciary",1,"26_5_1630","05_26_30_00:00:00","signet","Commission_to_hold_local_trial.","jhm","06_08_01_10:27:22","jhm","06_08_01_14:12:44"
"CO_JO_378","JO",378,"T_JO_538","Committee_of_Estates","Justiciary",1,"20_11_1649","11_20_49_00:00:00",,,"jhm","07_25_01_12:08:59","LEM","09_05_02_11:01:13"
"CO_JO_379","JO",379,"T_JO_539","Privy_Council","Release",1,"20_8_1644","08_20_44_00:00:00",,"request_from_accused_that_she_had_been_held_in_prison_but_had_been_refused_trial,_minister_and_bailies_ordered_to_release_her","jhm","07_26_01_15:07:35","jhm","10_03_02_12:38:03"
