Case_personRef,Case_personID,Case_personSystemId,CaseRef,PersonRef,Involvement,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CP_LA_6644",6644,"LA","C_EGD_1971","LA_1585","Commissioner",,"LEM","09_03_02_12:39:50","LEM","09_03_02_12:39:53"
"CP_LA_6645",6645,"LA","C_EGD_1971","LA_1586","Commissioner",,"LEM","09_03_02_12:39:55","LEM","09_03_02_12:40:03"
"CP_LA_6646",6646,"LA","C_EGD_1971","LA_1557","Commissioner",,"LEM","09_03_02_12:40:03","jhm","11_12_03_14:32:43"
"CP_LA_6647",6647,"LA","C_EGD_1971","LA_1546","Commissioner",,"LEM","09_03_02_12:40:15","LEM","09_03_02_12:40:18"
"CP_LA_6648",6648,"LA","C_EGD_1972","LA_1555","Commissioner",,"LEM","09_03_02_12:41:32","LEM","09_03_02_12:41:34"
"CP_LA_6649",6649,"LA","C_EGD_1972","LA_1585","Commissioner",,"LEM","09_03_02_12:41:37","LEM","09_03_02_12:41:39"
"CP_LA_6650",6650,"LA","C_EGD_1972","LA_1586","Commissioner",,"LEM","09_03_02_12:41:43","LEM","09_03_02_12:41:52"
"CP_LA_6651",6651,"LA","C_EGD_1972","LA_1557","Commissioner",,"LEM","09_03_02_12:41:53","jhm","11_12_03_14:32:43"
"CP_LA_6652",6652,"LA","C_EGD_1972","LA_1546","Commissioner",,"LEM","09_03_02_12:41:59","LEM","09_03_02_12:42:04"
"CP_LA_6653",6653,"LA","C_EGD_1656","LA_1528","Commissioner",,"LEM","09_03_02_13:16:51","LEM","09_03_02_13:16:52"
"CP_LA_6654",6654,"LA","C_EGD_1656","LA_1527","Commissioner",,"LEM","09_03_02_13:16:57","LEM","09_03_02_13:16:58"
"CP_LA_6655",6655,"LA","C_EGD_1656","LA_1529","Commissioner",,"LEM","09_03_02_13:17:01","LEM","09_03_02_13:17:03"
"CP_LA_6656",6656,"LA","C_EGD_1656","JO_702","Commissioner",,"LEM","09_03_02_13:17:06","LEM","09_03_02_13:17:12"
"CP_LA_6657",6657,"LA","C_EGD_1656","LA_1588","Commissioner",,"LEM","09_03_02_13:17:14","LEM","09_03_02_13:17:43"
"CP_LA_6658",6658,"LA","C_EGD_1656","LA_1589","Commissioner",,"LEM","09_03_02_13:17:55","LEM","09_03_02_13:18:11"
"CP_LA_6659",6659,"LA","C_EGD_1656","LA_1590","Commissioner",,"LEM","09_03_02_13:18:13","LEM","09_03_02_13:18:32"
"CP_LA_6660",6660,"LA","C_EGD_1656","LA_1531","Commissioner",,"LEM","09_03_02_13:18:37","LEM","09_03_02_13:18:50"
"CP_LA_6661",6661,"LA","C_EGD_1656","LA_1591","Commissioner",,"LEM","09_03_02_13:18:53","LEM","09_03_02_13:19:21"
"CP_LA_6662",6662,"LA","C_JO_3064","LA_1527","Commissioner",,"LEM","09_03_02_13:23:45","LEM","09_03_02_13:23:46"
"CP_LA_6663",6663,"LA","C_JO_3064","LA_1528","Commissioner",,"LEM","09_03_02_13:23:49","LEM","09_03_02_13:23:50"
"CP_LA_6664",6664,"LA","C_JO_3064","LA_1529","Commissioner",,"LEM","09_03_02_13:23:54","LEM","09_03_02_13:23:57"
"CP_LA_6665",6665,"LA","C_JO_3064","JO_702","Commissioner",,"LEM","09_03_02_13:23:57","LEM","09_03_02_13:24:06"
"CP_LA_6666",6666,"LA","C_JO_3064","LA_1588","Commissioner",,"LEM","09_03_02_13:24:08","LEM","09_03_02_13:24:12"
"CP_LA_6667",6667,"LA","C_JO_3064","LA_1589","Commissioner",,"LEM","09_03_02_13:24:16","LEM","09_03_02_13:24:19"
"CP_LA_6668",6668,"LA","C_JO_3064","LA_1590","Commissioner",,"LEM","09_03_02_13:24:21","LEM","09_03_02_13:24:24"
"CP_LA_6669",6669,"LA","C_JO_3064","LA_1531","Commissioner",,"LEM","09_03_02_13:24:25","LEM","09_03_02_13:24:31"
"CP_LA_6670",6670,"LA","C_JO_3064","LA_1591","Commissioner",,"LEM","09_03_02_13:24:34","LEM","09_03_02_13:27:33"
"CP_LA_6671",6671,"LA","C_EGD_1980","JO_939","Commissioner",,"LEM","09_03_02_13:28:13","jhm","12_01_03_15:20:46"
"CP_LA_6672",6672,"LA","C_EGD_1980","LA_1592","Commissioner",,"LEM","09_03_02_13:28:20","LEM","09_03_02_13:29:06"
"CP_LA_6673",6673,"LA","C_EGD_1980","LA_1593","Commissioner",,"LEM","09_03_02_13:48:07","LEM","09_03_02_13:48:54"
"CP_LA_6674",6674,"LA","C_EGD_1980","LA_517","Commissioner",,"LEM","09_03_02_13:48:56","LEM","09_03_02_13:49:02"
"CP_LA_6675",6675,"LA","C_EGD_1980","LA_1594","Commissioner",,"LEM","09_03_02_13:49:04","LEM","09_03_02_13:49:23"
"CP_LA_6676",6676,"LA","C_EGD_1980","LA_1595","Commissioner",,"LEM","09_03_02_13:49:26","LEM","09_03_02_13:52:55"
"CP_LA_6677",6677,"LA","C_EGD_1980","LA_1596","Investigator",,"LEM","09_03_02_13:52:56","LEM","09_03_02_13:53:52"
"CP_LA_6678",6678,"LA","C_EGD_1980","LA_1597","Investigator",,"LEM","09_03_02_13:53:30","LEM","09_03_02_13:53:50"
"CP_LA_6679",6679,"LA","C_EGD_1980","LA_1598","Investigator",,"LEM","09_03_02_13:53:56","LEM","09_03_02_13:54:27"
"CP_LA_6680",6680,"LA","C_EGD_1978","JO_939","Commissioner",,"LEM","09_03_02_13:56:38","jhm","12_01_03_15:20:46"
"CP_LA_6681",6681,"LA","C_EGD_1978","LA_1592","Commissioner",,"LEM","09_03_02_13:56:43","LEM","09_03_02_13:56:51"
"CP_LA_6682",6682,"LA","C_EGD_1978","LA_1593","Commissioner",,"LEM","09_03_02_13:56:56","LEM","09_03_02_13:56:58"
"CP_LA_6683",6683,"LA","C_EGD_1978","LA_517","Commissioner",,"LEM","09_03_02_13:57:00","LEM","09_03_02_13:57:05"
"CP_LA_6684",6684,"LA","C_EGD_1978","LA_1594","Commissioner",,"LEM","09_03_02_13:57:12","LEM","09_03_02_13:57:15"
"CP_LA_6685",6685,"LA","C_EGD_1978","LA_1595","Commissioner",,"LEM","09_03_02_13:57:17","LEM","09_03_02_13:57:24"
"CP_LA_6686",6686,"LA","C_EGD_1978","LA_1597","Investigator",,"LEM","09_03_02_13:57:30","LEM","09_03_02_13:58:02"
"CP_LA_6687",6687,"LA","C_EGD_1978","LA_1596","Investigator",,"LEM","09_03_02_13:57:38","LEM","09_03_02_13:58:00"
"CP_LA_6688",6688,"LA","C_EGD_1978","LA_1598","Investigator",,"LEM","09_03_02_13:57:46","LEM","09_03_02_13:57:58"
"CP_LA_6689",6689,"LA","C_EGD_1979","LA_1592","Commissioner",,"LEM","09_03_02_13:59:50","LEM","09_03_02_13:59:56"
"CP_LA_6690",6690,"LA","C_EGD_1979","JO_939","Commissioner",,"LEM","09_03_02_13:59:56","jhm","12_01_03_15:20:46"
"CP_LA_6691",6691,"LA","C_EGD_1979","LA_1593","Commissioner",,"LEM","09_03_02_14:00:04","LEM","09_03_02_14:00:06"
"CP_LA_6692",6692,"LA","C_EGD_1979","LA_517","Commissioner",,"LEM","09_03_02_14:00:08","LEM","09_03_02_14:00:11"
"CP_LA_6693",6693,"LA","C_EGD_1979","LA_1594","Commissioner",,"LEM","09_03_02_14:00:12","LEM","09_03_02_14:00:21"
"CP_LA_6694",6694,"LA","C_EGD_1979","LA_1595","Commissioner",,"LEM","09_03_02_14:00:25","LEM","09_03_02_14:00:34"
"CP_LA_6695",6695,"LA","C_EGD_1979","LA_1597","Investigator",,"LEM","09_03_02_14:00:35","LEM","09_03_02_14:00:38"
"CP_LA_6696",6696,"LA","C_EGD_1979","LA_1596","Investigator",,"LEM","09_03_02_14:00:41","LEM","09_03_02_14:00:47"
"CP_LA_6697",6697,"LA","C_EGD_1979","LA_1598","Investigator",,"LEM","09_03_02_14:00:48","LEM","09_03_02_14:00:56"
"CP_LA_6698",6698,"LA","C_EGD_1977","LA_1592","Commissioner",,"LEM","09_03_02_14:02:35","LEM","09_03_02_14:02:40"
"CP_LA_6699",6699,"LA","C_EGD_1977","JO_939","Commissioner",,"LEM","09_03_02_14:02:40","jhm","12_01_03_15:20:46"
"CP_LA_6700",6700,"LA","C_EGD_1977","LA_1593","Commissioner",,"LEM","09_03_02_14:02:45","LEM","09_03_02_14:02:46"
"CP_LA_6701",6701,"LA","C_EGD_1977","LA_517","Commissioner",,"LEM","09_03_02_14:02:48","LEM","09_03_02_14:02:52"
"CP_LA_6702",6702,"LA","C_EGD_1977","LA_1594","Commissioner",,"LEM","09_03_02_14:02:55","LEM","09_03_02_14:02:57"
"CP_LA_6703",6703,"LA","C_EGD_1977","LA_1595","Commissioner",,"LEM","09_03_02_14:02:59","LEM","09_03_02_14:03:04"
"CP_LA_6704",6704,"LA","C_EGD_1977","LA_1597","Investigator",,"LEM","09_03_02_14:03:04","LEM","09_03_02_14:03:07"
"CP_LA_6705",6705,"LA","C_EGD_1977","LA_1598","Investigator",,"LEM","09_03_02_14:03:11","LEM","09_03_02_14:03:21"
"CP_LA_6706",6706,"LA","C_EGD_1977","LA_1596","Investigator",,"LEM","09_03_02_14:03:22","LEM","09_03_02_14:03:28"
"CP_LA_6707",6707,"LA","C_EGD_1976","LA_1592","Commissioner",,"LEM","09_03_02_14:04:54","LEM","09_03_02_14:04:57"
"CP_LA_6708",6708,"LA","C_EGD_1976","JO_939","Commissioner",,"LEM","09_03_02_14:04:58","jhm","12_01_03_15:20:46"
"CP_LA_6709",6709,"LA","C_EGD_1976","LA_1593","Commissioner",,"LEM","09_03_02_14:05:03","LEM","09_03_02_14:05:04"
"CP_LA_6710",6710,"LA","C_EGD_1976","LA_517","Commissioner",,"LEM","09_03_02_14:05:06","LEM","09_03_02_14:05:12"
"CP_LA_6711",6711,"LA","C_EGD_1976","LA_1594","Commissioner",,"LEM","09_03_02_14:05:13","LEM","09_03_02_14:05:15"
"CP_LA_6712",6712,"LA","C_EGD_1976","LA_1595","Commissioner",,"LEM","09_03_02_14:05:17","LEM","09_03_02_14:05:23"
"CP_LA_6713",6713,"LA","C_EGD_1976","LA_1597","Investigator",,"LEM","09_03_02_14:05:27","LEM","09_03_02_14:05:30"
"CP_LA_6714",6714,"LA","C_EGD_1976","LA_1598","Investigator",,"LEM","09_03_02_14:05:32","LEM","09_03_02_14:05:38"
"CP_LA_6715",6715,"LA","C_EGD_1976","LA_1596","Investigator",,"LEM","09_03_02_14:05:42","LEM","09_03_02_14:05:47"
"CP_LA_6716",6716,"LA","C_EGD_1975","LA_1592","Commissioner",,"LEM","09_03_02_14:07:31","LEM","09_03_02_14:07:37"
"CP_LA_6717",6717,"LA","C_EGD_1975","JO_939","Commissioner",,"LEM","09_03_02_14:07:37","jhm","12_01_03_15:20:46"
"CP_LA_6718",6718,"LA","C_EGD_1975","LA_1593","Commissioner",,"LEM","09_03_02_14:07:45","LEM","09_03_02_14:07:47"
"CP_LA_6719",6719,"LA","C_EGD_1975","LA_517","Commissioner",,"LEM","09_03_02_14:07:48","LEM","09_03_02_14:07:50"
"CP_LA_6720",6720,"LA","C_EGD_1975","LA_1594","Commissioner",,"LEM","09_03_02_14:09:59","LEM","09_03_02_14:10:02"
"CP_LA_6721",6721,"LA","C_EGD_1975","LA_1595","Commissioner",,"LEM","09_03_02_14:10:04","LEM","09_03_02_14:10:07"
"CP_LA_6722",6722,"LA","C_EGD_1975","LA_1597","Investigator",,"LEM","09_03_02_14:10:08","LEM","09_03_02_14:10:10"
"CP_LA_6723",6723,"LA","C_EGD_1975","LA_1598","Investigator",,"LEM","09_03_02_14:10:15","LEM","09_03_02_14:10:21"
"CP_LA_6724",6724,"LA","C_EGD_1975","LA_1596","Investigator",,"LEM","09_03_02_14:10:23","LEM","09_03_02_14:10:28"
"CP_LA_6725",6725,"LA","C_EGD_1974","LA_1592","Commissioner",,"LEM","09_03_02_14:11:56","LEM","09_03_02_14:11:59"
"CP_LA_6726",6726,"LA","C_EGD_1974","JO_939","Commissioner",,"LEM","09_03_02_14:11:59","jhm","12_01_03_15:20:46"
"CP_LA_6727",6727,"LA","C_EGD_1974","LA_1593","Commissioner",,"LEM","09_03_02_14:12:06","LEM","09_03_02_14:12:09"
"CP_LA_6728",6728,"LA","C_EGD_1974","LA_517","Commissioner",,"LEM","09_03_02_14:12:10","LEM","09_03_02_14:12:12"
"CP_LA_6729",6729,"LA","C_EGD_1974","LA_1594","Commissioner",,"LEM","09_03_02_14:12:13","LEM","09_03_02_14:12:17"
"CP_LA_6730",6730,"LA","C_EGD_1974","LA_1595","Commissioner",,"LEM","09_03_02_14:12:19","LEM","09_03_02_14:12:25"
"CP_LA_6731",6731,"LA","C_EGD_1974","LA_1597","Investigator",,"LEM","09_03_02_14:12:26","LEM","09_03_02_14:12:28"
"CP_LA_6732",6732,"LA","C_EGD_1974","LA_1598","Investigator",,"LEM","09_03_02_14:12:29","LEM","09_03_02_14:12:38"
"CP_LA_6733",6733,"LA","C_EGD_1974","LA_1596","Investigator",,"LEM","09_03_02_14:12:39","LEM","09_03_02_14:12:43"
"CP_LA_6734",6734,"LA","C_EGD_1981","LA_1599","Investigator",,"LEM","09_03_02_14:19:27","LEM","09_03_02_14:19:50"
"CP_LA_6735",6735,"LA","C_EGD_1981","JO_375","Investigator",,"LEM","09_03_02_14:20:03","jhm","11_20_03_11:00:42"
"CP_LA_6736",6736,"LA","C_EGD_1981","LA_1601","Investigator",,"LEM","09_03_02_14:20:23","LEM","09_03_02_14:21:07"
"CP_LA_6737",6737,"LA","C_EGD_1981","LA_1602","Commissioner",,"LEM","09_03_02_14:21:08","LEM","09_03_02_14:21:32"
"CP_LA_6738",6738,"LA","C_EGD_1981","LA_1700","Commissioner",,"LEM","09_03_02_14:21:41","jhm","12_12_03_15:03:36"
"CP_LA_6739",6739,"LA","C_EGD_1981","LA_1604","Commissioner",,"LEM","09_03_02_14:22:11","LEM","09_03_02_14:22:34"
"CP_LA_6740",6740,"LA","C_EGD_1981","LA_281","Commissioner",,"LEM","09_03_02_14:22:35","LEM","09_03_02_14:22:47"
"CP_LA_6741",6741,"LA","C_EGD_1982","LA_1605","Commissioner",,"LEM","09_03_02_14:27:33","LEM","09_03_02_14:27:53"
"CP_LA_6742",6742,"LA","C_EGD_1982","LA_1606","Commissioner",,"LEM","09_03_02_14:28:04","LEM","09_03_02_14:28:23"
"CP_LA_6743",6743,"LA","C_EGD_1982","LA_1607","Commissioner",,"LEM","09_03_02_14:28:26","LEM","09_03_02_14:28:36"
"CP_LA_6744",6744,"LA","C_EGD_1982","LA_434","Commissioner",,"LEM","09_03_02_14:28:41","LEM","09_03_02_14:28:58"
"CP_LA_6750",6750,"LA","C_EGD_1633","LA_1605","Commissioner",,"LEM","09_03_02_14:42:35","LEM","09_03_02_14:42:37"
"CP_LA_6751",6751,"LA","C_EGD_1633","LA_1606","Commissioner",,"LEM","09_03_02_14:42:39","LEM","09_03_02_14:42:41"
"CP_LA_6752",6752,"LA","C_EGD_1633","LA_1607","Commissioner",,"LEM","09_03_02_14:42:43","LEM","09_03_02_14:42:46"
"CP_LA_6753",6753,"LA","C_EGD_1633","LA_434","Commissioner",,"LEM","09_03_02_14:42:49","LEM","09_03_02_14:42:56"
"CP_LA_6754",6754,"LA","C_EGD_1633","LA_1608","Commissioner",,"LEM","09_03_02_14:42:58","LEM","09_03_02_14:43:06"
"CP_LA_6755",6755,"LA","C_EGD_1983","LA_1544","Commissioner",,"LEM","09_03_02_14:45:42","LEM","09_03_02_14:45:46"
"CP_LA_6756",6756,"LA","C_EGD_1983","LA_1543","Commissioner",,"LEM","09_03_02_14:45:51","LEM","09_03_02_14:45:53"
"CP_LA_6757",6757,"LA","C_EGD_1983","LA_978","Commissioner",,"LEM","09_03_02_14:45:53","jhm","11_18_03_10:20:10"
"CP_LA_6758",6758,"LA","C_EGD_1984","JO_79","Commissioner",,"LEM","09_03_02_14:54:05","jhm","12_18_03_14:53:55"
"CP_LA_6759",6759,"LA","C_EGD_1984","JO_381","Commissioner",,"LEM","09_03_02_14:54:14","LEM","09_03_02_14:54:19"
"CP_LA_6760",6760,"LA","C_EGD_1984","LA_1609","Commissioner",,"LEM","09_03_02_14:54:21","LEM","09_03_02_14:55:07"
"CP_LA_6761",6761,"LA","C_EGD_1984","JO_379","Commissioner",,"LEM","09_03_02_14:55:11","LEM","09_03_02_14:55:22"
"CP_LA_6762",6762,"LA","C_EGD_1984","LA_1610","Commissioner",,"LEM","09_03_02_14:55:24","LEM","09_03_02_14:56:16"
"CP_LA_6763",6763,"LA","C_EGD_1984","LA_1647","Commissioner",,"LEM","09_03_02_14:56:21","jhm","12_01_03_14:08:21"
"CP_LA_6764",6764,"LA","C_EGD_1985","JO_79","Commissioner",,"LEM","09_03_02_14:58:05","jhm","12_18_03_14:53:55"
"CP_LA_6765",6765,"LA","C_EGD_1985","LA_1609","Commissioner",,"LEM","09_03_02_14:58:12","LEM","09_03_02_14:58:15"
"CP_LA_6766",6766,"LA","C_EGD_1985","JO_381","Commissioner",,"LEM","09_03_02_14:58:15","LEM","09_03_02_14:58:24"
"CP_LA_6767",6767,"LA","C_EGD_1985","JO_379","Commissioner",,"LEM","09_03_02_14:59:22","LEM","09_03_02_14:59:27"
"CP_LA_6768",6768,"LA","C_EGD_1985","LA_1610","Commissioner",,"LEM","09_03_02_14:59:29","LEM","09_03_02_14:59:35"
"CP_LA_6769",6769,"LA","C_EGD_1985","LA_1647","Commissioner",,"LEM","09_03_02_14:59:37","jhm","12_01_03_14:08:21"
"CP_LA_6770",6770,"LA","C_EGD_1986","JO_79","Commissioner",,"LEM","09_03_02_15:00:01","jhm","12_18_03_14:53:55"
"CP_LA_6771",6771,"LA","C_EGD_1986","LA_1609","Commissioner",,"LEM","09_03_02_15:00:08","LEM","09_03_02_15:00:10"
"CP_LA_6772",6772,"LA","C_EGD_1986","JO_381","Commissioner",,"LEM","09_03_02_15:00:11","LEM","09_03_02_15:00:15"
"CP_LA_6773",6773,"LA","C_EGD_1986","JO_379","Commissioner",,"LEM","09_03_02_15:00:16","LEM","09_03_02_15:00:21"
"CP_LA_6774",6774,"LA","C_EGD_1986","LA_1610","Commissioner",,"LEM","09_03_02_15:00:23","LEM","09_03_02_15:00:28"
"CP_LA_6775",6775,"LA","C_EGD_1986","LA_1647","Commissioner",,"LEM","09_03_02_15:00:30","jhm","12_01_03_14:08:21"
"CP_LA_6776",6776,"LA","C_EGD_1987","LA_1577","Commissioner",,"LEM","09_03_02_15:02:11","LEM","09_03_02_15:02:28"
"CP_LA_6777",6777,"LA","C_EGD_1987","LA_1581","Commissioner",,"LEM","09_03_02_15:02:30","LEM","09_03_02_15:02:58"
"CP_LA_6778",6778,"LA","C_EGD_1987","LA_1612","Commissioner",,"LEM","09_03_02_15:03:01","jhm","12_05_03_16:13:51"
"CP_LA_6779",6779,"LA","C_EGD_1987","LA_1580","Commissioner",,"LEM","09_03_02_15:03:17","LEM","09_03_02_15:03:20"
"CP_LA_6780",6780,"LA","C_EGD_1987","LA_1579","Commissioner",,"LEM","09_03_02_15:03:23","LEM","09_03_02_15:03:31"
"CP_LA_6781",6781,"LA","C_EGD_1987","LA_1582","Commissioner",,"LEM","09_03_02_15:03:36","LEM","09_03_02_15:03:39"
"CP_LA_6782",6782,"LA","C_EGD_1987","LA_1583","Commissioner",,"LEM","09_03_02_15:03:42","LEM","09_03_02_15:03:48"
"CP_LA_6783",6783,"LA","C_EGD_1987","LA_1613","Commissioner",,"LEM","09_03_02_15:03:48","LEM","09_03_02_15:04:08"
"CP_LA_6784",6784,"LA","C_EGD_1990","JO_381","Commissioner",,"LEM","09_03_02_15:08:56","LEM","09_03_02_15:09:07"
"CP_LA_6785",6785,"LA","C_EGD_1990","LA_1584","Commissioner",,"LEM","09_03_02_15:09:11","LEM","09_03_02_15:09:30"
"CP_LA_6786",6786,"LA","C_EGD_1990","JO_379","Commissioner",,"LEM","09_03_02_15:09:33","LEM","09_03_02_15:09:37"
"CP_LA_6787",6787,"LA","C_EGD_1990","LA_1568","Commissioner",,"LEM","09_03_02_15:09:39","LEM","09_03_02_15:09:46"
"CP_LA_6788",6788,"LA","C_EGD_1992","JO_381","Commissioner",,"LEM","09_03_02_15:10:04","LEM","09_03_02_15:10:09"
"CP_LA_6789",6789,"LA","C_EGD_1992","LA_1584","Commissioner",,"LEM","09_03_02_15:10:18","LEM","09_03_02_15:10:25"
"CP_LA_6790",6790,"LA","C_EGD_1992","JO_379","Commissioner",,"LEM","09_03_02_15:10:28","LEM","09_03_02_15:10:33"
"CP_LA_6791",6791,"LA","C_EGD_1992","LA_1568","Commissioner",,"LEM","09_03_02_15:10:34","LEM","09_03_02_15:10:40"
"CP_LA_6796",6796,"LA","C_EGD_1993","LA_1543","Commissioner",,"LEM","09_03_02_16:29:19","LEM","09_03_02_16:29:27"
"CP_LA_6797",6797,"LA","C_EGD_1993","LA_978","Commissioner",,"LEM","09_03_02_16:29:28","jhm","11_18_03_10:20:10"
"CP_LA_6798",6798,"LA","C_EGD_1993","LA_1544","Commissioner",,"LEM","09_03_02_16:29:53","LEM","09_03_02_16:29:56"
"CP_LA_6799",6799,"LA","C_EGD_1993","LA_1546","Commissioner",,"LEM","09_03_02_16:30:03","LEM","09_03_02_16:30:05"
"CP_LA_6800",6800,"LA","C_EGD_1993","LA_1614","Commissioner",,"LEM","09_03_02_16:30:10","LEM","09_03_02_16:30:26"
"CP_LA_6801",6801,"LA","C_EGD_1993","LA_1547","Commissioner",,"LEM","09_03_02_16:30:33","LEM","09_03_02_16:30:36"
"CP_LA_6802",6802,"LA","C_EGD_1993","LA_1558","Commissioner",,"LEM","09_03_02_16:30:38","LEM","09_03_02_16:31:18"
"CP_LA_6803",6803,"LA","C_EGD_1994","LA_1543","Commissioner",,"LEM","09_03_02_16:33:34","LEM","09_03_02_16:33:37"
"CP_LA_6804",6804,"LA","C_EGD_1994","LA_1544","Commissioner",,"LEM","09_03_02_16:33:37","LEM","09_03_02_16:33:46"
"CP_LA_6805",6805,"LA","C_EGD_1994","LA_978","Commissioner",,"LEM","09_03_02_16:33:47","jhm","11_18_03_10:20:10"
"CP_LA_6806",6806,"LA","C_EGD_1994","LA_1614","Commissioner",,"LEM","09_03_02_16:33:57","LEM","09_03_02_16:34:00"
"CP_LA_6807",6807,"LA","C_EGD_1994","LA_1546","Commissioner",,"LEM","09_03_02_16:34:00","LEM","09_03_02_16:34:04"
"CP_LA_6808",6808,"LA","C_EGD_1994","LA_1547","Commissioner",,"LEM","09_03_02_16:34:07","LEM","09_03_02_16:34:10"
"CP_LA_6809",6809,"LA","C_EGD_1994","LA_1558","Commissioner",,"LEM","09_03_02_16:34:12","LEM","09_03_02_16:34:25"
"CP_LA_6810",6810,"LA","C_EGD_1991","JO_381","Commissioner",,"LEM","09_03_02_16:37:50","LEM","09_03_02_16:38:03"
"CP_LA_6811",6811,"LA","C_EGD_1991","LA_1584","Commissioner",,"LEM","09_03_02_16:38:07","LEM","09_03_02_16:38:12"
"CP_LA_6812",6812,"LA","C_EGD_1991","JO_379","Commissioner",,"LEM","09_03_02_16:38:15","LEM","09_03_02_16:38:18"
"CP_LA_6813",6813,"LA","C_EGD_1991","LA_1568","Commissioner",,"LEM","09_03_02_16:38:20","LEM","09_03_02_16:38:26"
"CP_LA_6814",6814,"LA","C_EGD_1995","LA_1543","Commissioner",,"LEM","09_03_02_16:42:16","LEM","09_03_02_16:42:18"
"CP_LA_6815",6815,"LA","C_EGD_1995","LA_1544","Commissioner",,"LEM","09_03_02_16:42:19","LEM","09_03_02_16:42:23"
"CP_LA_6816",6816,"LA","C_EGD_1995","LA_978","Commissioner",,"LEM","09_03_02_16:42:30","jhm","11_18_03_10:20:10"
"CP_LA_6817",6817,"LA","C_EGD_1995","LA_1614","Commissioner",,"LEM","09_03_02_16:42:39","LEM","09_03_02_16:42:42"
"CP_LA_6818",6818,"LA","C_EGD_1995","LA_1546","Commissioner",,"LEM","09_03_02_16:42:42","LEM","09_03_02_16:42:46"
"CP_LA_6819",6819,"LA","C_EGD_1995","LA_1547","Commissioner",,"LEM","09_03_02_16:42:49","LEM","09_03_02_16:42:53"
"CP_LA_6820",6820,"LA","C_EGD_1995","LA_1558","Commissioner",,"LEM","09_03_02_16:42:55","LEM","09_03_02_16:43:01"
"CP_LA_6821",6821,"LA","C_EGD_1988","LA_1543","Commissioner",,"LEM","09_03_02_16:48:01","LEM","09_03_02_16:48:03"
"CP_LA_6822",6822,"LA","C_EGD_1988","LA_1544","Commissioner",,"LEM","09_03_02_16:48:04","LEM","09_03_02_16:48:06"
"CP_LA_6823",6823,"LA","C_EGD_1988","LA_978","Commissioner",,"LEM","09_03_02_16:48:07","jhm","11_18_03_10:20:10"
"CP_LA_6824",6824,"LA","C_EGD_1988","LA_1614","Commissioner",,"LEM","09_03_02_16:48:16","LEM","09_03_02_16:48:19"
"CP_LA_6825",6825,"LA","C_EGD_1988","LA_1546","Commissioner",,"LEM","09_03_02_16:48:19","LEM","09_03_02_16:48:23"
"CP_LA_6826",6826,"LA","C_EGD_1988","LA_1547","Commissioner",,"LEM","09_03_02_16:48:25","LEM","09_03_02_16:48:28"
"CP_LA_6827",6827,"LA","C_EGD_1988","LA_1558","Commissioner",,"LEM","09_03_02_16:48:30","LEM","09_03_02_16:48:35"
"CP_LA_6828",6828,"LA","C_EGD_1989","LA_1543","Commissioner",,"LEM","09_03_02_16:49:46","LEM","09_03_02_16:49:49"
"CP_LA_6829",6829,"LA","C_EGD_1989","LA_1544","Commissioner",,"LEM","09_03_02_16:49:49","LEM","09_03_02_16:49:52"
"CP_LA_6830",6830,"LA","C_EGD_1989","LA_978","Commissioner",,"LEM","09_03_02_16:49:53","jhm","11_18_03_10:20:10"
"CP_LA_6831",6831,"LA","C_EGD_1989","LA_1614","Commissioner",,"LEM","09_03_02_16:50:01","LEM","09_03_02_16:50:04"
"CP_LA_6832",6832,"LA","C_EGD_1989","LA_1546","Commissioner",,"LEM","09_03_02_16:50:04","LEM","09_03_02_16:50:07"
"CP_LA_6833",6833,"LA","C_EGD_1989","LA_1547","Commissioner",,"LEM","09_03_02_16:50:08","LEM","09_03_02_16:50:12"
"CP_LA_6834",6834,"LA","C_EGD_1989","LA_1558","Commissioner",,"LEM","09_03_02_16:50:15","LEM","09_03_02_16:50:21"
"CP_LA_6835",6835,"LA","C_LA_3290","LA_1543","Commissioner",,"LEM","09_03_02_16:53:27","LEM","09_03_02_16:53:29"
"CP_LA_6836",6836,"LA","C_LA_3290","LA_1544","Commissioner",,"LEM","09_03_02_16:53:30","LEM","09_03_02_16:53:34"
"CP_LA_6837",6837,"LA","C_LA_3290","LA_978","Commissioner",,"LEM","09_03_02_16:53:35","jhm","11_18_03_10:20:10"
"CP_LA_6838",6838,"LA","C_LA_3290","LA_1614","Commissioner",,"LEM","09_03_02_16:53:38","LEM","09_03_02_16:53:40"
"CP_LA_6839",6839,"LA","C_LA_3290","LA_1546","Commissioner",,"LEM","09_03_02_16:53:41","LEM","09_03_02_16:53:43"
"CP_LA_6840",6840,"LA","C_LA_3290","LA_1547","Commissioner",,"LEM","09_03_02_16:53:44","LEM","09_03_02_16:53:47"
"CP_LA_6841",6841,"LA","C_LA_3290","LA_1558","Commissioner",,"LEM","09_03_02_16:53:51","LEM","09_03_02_16:53:57"
"CP_LA_6842",6842,"LA","C_LA_3291","LA_1615","Commissioner",,"LEM","09_03_02_16:59:45","LEM","09_03_02_17:00:13"
"CP_LA_6843",6843,"LA","C_LA_3291","LA_1616","Commissioner",,"LEM","09_03_02_17:00:20","LEM","09_03_02_17:00:53"
