MentionRef,MentionSystemId,MentionID,Trialref,Mentiondate,Mentiondate_as_date,Mentiontype,TrialOfAccusedRef,TrialOfFirstName,TrialOfLastName,MentionedInTrialOfRef,dateOfMentionedTrial,dateOfMentionedTrial_as_date,FateOfMentionedWitch,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MW_LA_59","LA",59,"T_LA_152","4_6_1634","06_04_34_00:00:00","Accomplice","A_EGD_162","Elizabeth","Bathgate","T_LA_104",,,,,"LEM","06_18_01_13:09:11","LEM","08_30_02_09:46:22"
"MW_LA_590","LA",590,"T_LA_1531","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_10:56:26","LEM","07_12_02_11:08:06"
"MW_LA_591","LA",591,"T_LA_1532","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_10:57:18","LEM","07_12_02_11:08:45"
"MW_LA_592","LA",592,"T_LA_1533","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_10:58:22","LEM","07_12_02_11:08:26"
"MW_LA_593","LA",593,"T_LA_1534","11_8_1649","08_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:03:16","LEM","07_12_02_11:03:25"
"MW_LA_594","LA",594,"T_LA_1535","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:05:03","LEM","07_12_02_11:08:15"
"MW_LA_595","LA",595,"T_LA_1536","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:06:15","LEM","07_12_02_11:08:36"
"MW_LA_597","LA",597,"T_LA_1538","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:10:36","LEM","07_12_02_11:10:46"
"MW_LA_598","LA",598,"T_LA_1539","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:12:14","LEM","07_12_02_11:12:22"
"MW_LA_599","LA",599,"T_LA_1540","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:15:23","LEM","07_12_02_11:15:31"
"MW_LA_6","LA",6,"T_LA_11","11_11__1629","11_11_29_00:00:00","Accomplice","A_EGD_151","Katharine","Oswald","T_LA_10","22_1_1630","01_22_30_00:00:00",,"He_was_tried_later","LEM","05_18_01_15:12:37","LEM","09_09_02_15:01:35"
"MW_LA_60","LA",60,"T_LA_153","4_6_1634","06_04_34_00:00:00","Accomplice","A_EGD_162","Elizabeth","Bathgate","T_LA_104",,,,,"LEM","06_18_01_13:09:50","LEM","08_30_02_09:46:37"
"MW_LA_600","LA",600,"T_LA_1541","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:19:17","LEM","07_12_02_11:19:29"
"MW_LA_601","LA",601,"T_LA_1542","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,"Burnt","Described_as_having_been_burnt_in_Dalkeith.","LEM","07_12_02_11:24:48","LEM","07_12_02_12:04:19"
"MW_LA_602","LA",602,"T_LA_1543","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:26:12","LEM","07_12_02_11:26:22"
"MW_LA_603","LA",603,"T_LA_1544","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:29:26","LEM","07_12_02_11:29:34"
"MW_LA_604","LA",604,"T_LA_1545","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:31:53","LEM","07_12_02_11:32:09"
"MW_LA_605","LA",605,"T_LA_1546","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:38:03","LEM","07_12_02_11:38:12"
"MW_LA_606","LA",606,"T_LA_1547","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:41:50","LEM","07_12_02_11:41:57"
"MW_LA_607","LA",607,"T_LA_1549","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:44:05","LEM","07_12_02_11:44:15"
"MW_LA_7","LA",7,"T_LA_12","11_11__1629","11_11_29_00:00:00","Known_Witch","A_EGD_151","Katharine","Oswald","T_LA_10",,,"Burnt","She_was_executed_for_witchcraft_in_Musselburgh_18_July_1628","LEM","05_18_01_15:18:38","LEM","09_09_02_15:01:02"
"MW_LA_70","LA",70,"T_LA_269","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:18:05","LEM","06_28_01_14:18:32"
"MW_LA_700","LA",700,"T_LA_931",,,"Denounced","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:19:29","LEM","07_26_02_10:19:39"
"MW_LA_701","LA",701,"T_LA_992",,,"Accomplice","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:19:57","LEM","07_26_02_10:20:06"
"MW_LA_702","LA",702,"T_LA_972",,,"Accomplice","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:20:26","LEM","07_26_02_10:20:35"
"MW_LA_703","LA",703,"T_LA_971",,,"Accomplice","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:20:48","LEM","07_26_02_10:20:55"
"MW_LA_704","LA",704,"T_LA_969",,,"Accomplice","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:21:11","LEM","07_26_02_10:21:20"
"MW_LA_705","LA",705,"T_LA_929",,,"Accomplice","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:21:52","LEM","07_26_02_10:22:08"
"MW_LA_706","LA",706,"T_LA_945",,,"Denounced","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_10:25:30","LEM","07_26_02_10:25:55"
"MW_LA_707","LA",707,"T_LA_974",,,"Denounced","A_EGD_99","Gelie","Duncan","T_LA_970",,,,,"LEM","07_26_02_10:34:59","LEM","07_26_02_10:35:09"
"MW_LA_708","LA",708,"T_LA_931",,,"Denounced","A_LA_3001","Jonet","Kennedy","T_LA_1676",,,,,"LEM","07_26_02_11:53:00","LEM","10_08_02_12:51:27"
"MW_LA_709","LA",709,"T_LA_971",,,"Denounced","A_LA_3001","Jonet","Kennedy","T_LA_1676",,,,,"LEM","07_26_02_11:53:45","LEM","10_08_02_12:52:01"
"MW_LA_71","LA",71,"T_LA_270","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:22:44","LEM","06_28_01_14:23:04"
"MW_LA_710","LA",710,"T_LA_964",,,"Denounced","A_EGD_99","Gelie","Duncan","T_LA_970",,,,,"LEM","07_26_02_12:28:22","LEM","07_26_02_12:28:35"
"MW_LA_711","LA",711,"T_LA_964",,,"Denounced","A_EGD_96","Jonet","Straton","T_LA_991",,,,,"LEM","07_26_02_12:28:35","LEM","07_26_02_12:28:49"
"MW_LA_712","LA",712,"T_LA_1677",,,"Denounced","A_EGD_52","Agnes","Sampsoune","T_LA_931",,,,"They_were_confronted.","LEM","07_26_02_12:31:44","LEM","07_26_02_12:32:03"
"MW_LA_713","LA",713,"T_LA_1680","28_4_1659","04_28_59_00:00:00","Accomplice","A_EGD_312","Cristian","Cranstoun","T_LA_1679",,,,,"LEM","07_30_02_10:54:40","LEM","07_30_02_10:55:30"
"MW_LA_714","LA",714,"T_LA_1681","28_4_1659","04_28_59_00:00:00","Accomplice","A_EGD_312","Cristian","Cranstoun","T_LA_1679",,,,,"LEM","07_30_02_10:56:56","LEM","07_30_02_10:57:09"
"MW_LA_715","LA",715,"T_LA_9","28_4_1659","04_28_59_00:00:00","Accomplice","A_EGD_312","Cristian","Cranstoun","T_LA_1679",,,,,"LEM","07_30_02_10:59:47","LEM","07_30_02_11:00:18"
"MW_LA_716","LA",716,"T_LA_1682","28_4_1659","04_28_59_00:00:00","Accomplice","A_EGD_312","Cristian","Cranstoun","T_LA_1679",,,,,"LEM","07_30_02_11:01:32","LEM","07_30_02_11:01:43"
"MW_LA_717","LA",717,"T_LA_1684","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:16:25","LEM","07_30_02_11:20:13"
"MW_LA_718","LA",718,"T_LA_1685","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:19:10","LEM","07_30_02_11:19:26"
"MW_LA_719","LA",719,"T_LA_1681","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:20:21","LEM","07_30_02_11:20:37"
"MW_LA_72","LA",72,"T_LA_271","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:27:43","LEM","06_28_01_14:28:02"
"MW_LA_720","LA",720,"T_LA_1686","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:21:30","LEM","07_30_02_11:21:57"
"MW_LA_721","LA",721,"T_LA_1687","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:23:12","LEM","07_30_02_11:23:29"
"MW_LA_722","LA",722,"T_LA_1688","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:25:49","LEM","07_30_02_11:26:15"
"MW_LA_723","LA",723,"T_LA_1680","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:26:55","LEM","07_30_02_11:27:10"
"MW_LA_724","LA",724,"T_LA_1689","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:27:59","LEM","07_30_02_11:28:13"
"MW_LA_725","LA",725,"T_LA_1690","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:28:59","LEM","07_30_02_11:29:12"
"MW_LA_726","LA",726,"T_LA_1691","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:30:27","LEM","07_30_02_11:30:41"
"MW_LA_727","LA",727,"T_LA_1692","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:31:16","LEM","07_30_02_11:31:29"
"MW_LA_728","LA",728,"T_LA_1682","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_334","Jonet","Thomson","T_LA_1683",,,,,"LEM","07_30_02_11:32:34","LEM","07_30_02_11:32:57"
"MW_LA_729","LA",729,"T_LA_1691",,,"Accomplice","A_EGD_313","Barbara","Cochrane","T_LA_1693",,,,,"LEM","07_30_02_11:37:50","LEM","07_30_02_11:59:03"
"MW_LA_73","LA",73,"T_LA_272","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:32:35","LEM","06_28_01_14:32:53"
"MW_LA_730","LA",730,"T_LA_1694",,,"Accomplice","A_EGD_313","Barbara","Cochrane","T_LA_1693",,,"Burnt",,"LEM","07_30_02_11:59:26","LEM","07_30_02_12:00:08"
"MW_LA_731","LA",731,"T_LA_1695","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_313","Barbara","Cochrane","T_LA_1693",,,,,"LEM","07_30_02_12:00:33","LEM","07_30_02_12:00:46"
"MW_LA_732","LA",732,"T_LA_1696","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_313","Barbara","Cochrane","T_LA_1693",,,,,"LEM","07_30_02_12:01:36","LEM","07_30_02_12:01:51"
"MW_LA_733","LA",733,"T_LA_1697","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_313","Barbara","Cochrane","T_LA_1693",,,,,"LEM","07_30_02_12:03:10","LEM","07_30_02_12:03:22"
"MW_LA_734","LA",734,"T_LA_1698","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_313","Barbara","Cochrane","T_LA_1693",,,,,"LEM","07_30_02_12:04:04","LEM","07_30_02_12:04:26"
"MW_LA_735","LA",735,"T_LA_1692","4_4_1659","04_04_59_00:00:00","Accomplice","A_EGD_335","John","Douglas","T_LA_1699",,,,,"LEM","07_30_02_12:15:14","LEM","07_30_02_12:15:32"
"MW_LA_736","LA",736,"T_LA_9","4_4_1659","04_04_59_00:00:00","Accomplice","A_EGD_335","John","Douglas","T_LA_1699",,,,,"LEM","07_30_02_12:15:42","LEM","07_30_02_12:15:59"
"MW_LA_737","LA",737,"T_LA_1691","4_4_1659","04_04_59_00:00:00","Accomplice","A_EGD_335","John","Douglas","T_LA_1699",,,,,"LEM","07_30_02_12:16:27","LEM","07_30_02_12:16:39"
"MW_LA_738","LA",738,"T_LA_1689","4_4_1659","04_04_59_00:00:00","Accomplice","A_EGD_335","John","Douglas","T_LA_1699",,,,,"LEM","07_30_02_12:16:54","LEM","07_30_02_12:17:05"
"MW_LA_739","LA",739,"T_LA_1680","4_4_1659","04_04_59_00:00:00","Accomplice","A_EGD_335","John","Douglas","T_LA_1699",,,,,"LEM","07_30_02_12:17:27","LEM","07_30_02_12:17:39"
"MW_LA_74","LA",74,"T_LA_273","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:35:11","LEM","06_28_01_14:35:38"
"MW_LA_740","LA",740,"T_LA_1701","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_339","Janet","Crooks","T_LA_1700",,,,,"LEM","07_30_02_13:36:48","LEM","07_30_02_13:37:09"
"MW_LA_741","LA",741,"T_LA_1703","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:47:50","LEM","07_30_02_13:48:40"
"MW_LA_742","LA",742,"T_LA_1704","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:50:14","LEM","07_30_02_13:51:14"
"MW_LA_743","LA",743,"T_LA_1705","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:51:59","LEM","07_30_02_13:52:10"
"MW_LA_744","LA",744,"T_LA_1706","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:54:19","LEM","07_30_02_13:54:33"
"MW_LA_745","LA",745,"T_LA_1707","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:55:30","LEM","07_30_02_13:55:48"
"MW_LA_746","LA",746,"T_LA_1708","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:57:42","LEM","07_30_02_13:57:57"
"MW_LA_747","LA",747,"T_LA_1318","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_13:58:47","jhm","11_07_02_12:19:54"
"MW_LA_748","LA",748,"T_LA_1709","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:00:09","LEM","07_30_02_14:00:19"
"MW_LA_749","LA",749,"T_LA_1710","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:01:35","LEM","07_30_02_14:01:50"
"MW_LA_75","LA",75,"T_LA_274","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:37:00","jhm","11_05_02_14:50:03"
"MW_LA_750","LA",750,"T_LA_1711","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:03:50","LEM","07_30_02_14:04:04"
"MW_LA_751","LA",751,"T_LA_1712","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:06:29","LEM","07_30_02_14:06:47"
"MW_LA_752","LA",752,"T_LA_1713","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:07:39","LEM","07_30_02_14:07:49"
"MW_LA_753","LA",753,"T_LA_1714","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:09:38","LEM","07_30_02_14:09:50"
"MW_LA_754","LA",754,"T_LA_1715","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:12:13","LEM","07_30_02_14:12:26"
"MW_LA_755","LA",755,"T_LA_1716","29_3_1659","03_29_59_00:00:00","Accomplice","A_EGD_336","Marioun","Lynn","T_LA_1702",,,,,"LEM","07_30_02_14:16:41","LEM","07_30_02_14:16:53"
"MW_LA_756","LA",756,"T_LA_1717","7_9_1610","09_07_10_00:00:00",,"A_EGD_138","Grissel","Gairdner","T_LA_52",,,,"She_denounced_Grissel_Gairdner_in_1596,_1597","LEM","08_01_02_09:11:38","LEM","08_01_02_09:12:36"
"MW_LA_757","LA",757,"T_LA_1706","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_342","Helen","Simbeard","T_LA_1718",,,,,"LEM","08_01_02_09:29:07","LEM","08_01_02_09:29:33"
"MW_LA_758","LA",758,"T_LA_1707","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_342","Helen","Simbeard","T_LA_1718",,,,,"LEM","08_01_02_09:29:47","LEM","08_01_02_09:30:01"
"MW_LA_759","LA",759,"T_LA_1713","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_342","Helen","Simbeard","T_LA_1718",,,,,"LEM","08_01_02_09:30:12","LEM","08_01_02_09:30:26"
"MW_LA_76","LA",76,"T_LA_275","29_7_1661","07_29_61_00:00:00","Accomplice","A_EGD_363","Margaret","Rammage","T_LA_264",,,,,"LEM","06_28_01_14:38:40","LEM","06_28_01_14:39:07"
"MW_LA_760","LA",760,"T_LA_1712","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_342","Helen","Simbeard","T_LA_1718",,,,,"LEM","08_01_02_09:30:43","LEM","08_01_02_09:30:55"
"MW_LA_761","LA",761,"T_LA_1710","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_342","Helen","Simbeard","T_LA_1718",,,,,"LEM","08_01_02_09:31:05","LEM","08_01_02_09:31:17"
"MW_LA_762","LA",762,"T_LA_1714","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_342","Helen","Simbeard","T_LA_1718",,,,,"LEM","08_01_02_09:31:43","LEM","08_01_02_09:32:01"
"MW_LA_763","LA",763,"T_LA_1706","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_333","Helen","Wilson","T_LA_1719",,,,,"LEM","08_01_02_09:40:27","LEM","08_01_02_09:40:44"
"MW_LA_764","LA",764,"T_LA_1707","6_4_1659","04_06_59_00:00:00","Accomplice","A_EGD_333","Helen","Wilson","T_LA_1719",,,,,"LEM","08_01_02_09:40:49","LEM","08_01_02_09:41:09"
"MW_LA_765","LA",765,"T_LA_1720","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_333","Helen","Wilson","T_LA_1719",,,,,"LEM","08_01_02_09:41:22","LEM","08_01_02_09:41:47"
"MW_LA_766","LA",766,"T_LA_1691","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:48:19","LEM","08_01_02_09:48:37"
"MW_LA_767","LA",767,"T_LA_1689","27_4_1659","04_27_59_00:00:00","Accomplice","A_EGD_338","Mareone","Guild","T_LA_1721",,,,,"LEM","08_01_02_09:48:47","LEM","08_01_02_09:49:03"
"MW_LA_608","LA",608,"T_LA_1550","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:45:25","LEM","07_12_02_11:45:34"
"MW_LA_609","LA",609,"T_LA_1551","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:48:54","LEM","07_12_02_11:49:01"
"MW_LA_61","LA",61,"T_LA_155","4_4_1634","04_04_34_00:00:00","Known_Witch","A_EGD_162","Elizabeth","Bathgate","T_LA_104",,,,,"LEM","06_18_01_15:14:33","LEM","06_18_01_15:15:20"
"MW_LA_610","LA",610,"T_LA_1552","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,,"LEM","07_12_02_11:50:18","LEM","07_12_02_11:50:27"
"MW_LA_611","LA",611,"T_LA_1553","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_192","Margaret","Mairtine","T_LA_1528",,,,"supposedly_harboured_Elizabeth_Broun_before_she_was_burnt_in_Dalkieth.","LEM","07_12_02_12:35:37","LEM","07_12_02_12:36:40"
"MW_LA_612","LA",612,"T_LA_1554","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,"Grieve_claimed_that_Blaikburne_brought_her_to_the_Devil.","LEM","07_12_02_12:49:41","LEM","07_12_02_12:50:54"
"MW_LA_613","LA",613,"T_LA_1540","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_194","Issobell","Leitch","T_LA_1555",,,,,"LEM","07_12_02_12:57:58","LEM","07_12_02_12:58:12"
"MW_LA_614","LA",614,"T_LA_1554","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_194","Issobell","Leitch","T_LA_1555",,,,"Grieve_claimed_that_Blaikburne_brought_her_to_the_Devil.","LEM","07_12_02_12:58:27","LEM","07_12_02_12:58:44"
"MW_LA_615","LA",615,"T_LA_1556","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_194","Issobell","Leitch","T_LA_1555",,,,,"LEM","07_12_02_12:59:09","LEM","07_12_02_12:59:20"
"MW_LA_616","LA",616,"T_LA_1557","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_194","Issobell","Leitch","T_LA_1555",,,,,"LEM","07_12_02_13:00:12","LEM","07_12_02_13:00:20"
"MW_LA_617","LA",617,"T_LA_1558","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_194","Issobell","Leitch","T_LA_1555",,,,,"LEM","07_12_02_13:00:56","LEM","07_12_02_13:01:06"
"MW_LA_618","LA",618,"T_LA_1559","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_194","Issobell","Leitch","T_LA_1555",,,,,"LEM","07_12_02_13:03:10","LEM","07_12_02_13:03:20"
"MW_LA_619","LA",619,"T_LA_1535","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:06:13","LEM","07_12_02_13:06:23"
"MW_LA_62","LA",62,"T_LA_159","26_4_1649","04_26_49_00:00:00","Accomplice","A_EGD_1591","Jeane","Craig","T_JO_90",,,"Executed","Beigs_testified_against_her_daughter_at_the_time_of_her_trial_(1629),_but_Jeane_Craig_wasn't_tried_until_1649.","LEM","06_20_01_10:01:39","jhm","10_02_02_11:31:16"
"MW_LA_620","LA",620,"T_LA_1534","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:06:32","LEM","07_12_02_13:06:48"
"MW_LA_621","LA",621,"T_LA_1546","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:07:06","LEM","07_12_02_13:07:16"
"MW_LA_622","LA",622,"T_LA_1560","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:07:37","LEM","07_12_02_13:08:02"
"MW_LA_623","LA",623,"T_LA_1531","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:08:09","LEM","07_12_02_13:08:18"
"MW_LA_624","LA",624,"T_LA_1532","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:08:23","LEM","07_12_02_13:08:33"
"MW_LA_625","LA",625,"T_LA_1533","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:08:45","LEM","07_12_02_13:08:55"
"MW_LA_626","LA",626,"T_LA_1544","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:09:16","LEM","07_12_02_13:09:27"
"MW_LA_627","LA",627,"T_LA_1538","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:09:45","LEM","07_12_02_13:09:55"
"MW_LA_628","LA",628,"T_LA_1536","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:10:04","LEM","07_12_02_13:10:13"
"MW_LA_629","LA",629,"T_LA_1539","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:10:29","LEM","07_12_02_13:10:38"
"MW_LA_63","LA",63,"T_LA_161","26_4_1649","04_26_49_00:00:00","Accomplice","A_EGD_1591","Jeane","Craig","T_JO_90",,,"Executed",,"LEM","06_20_01_10:16:55","LEM","06_20_01_10:17:51"
"MW_LA_630","LA",630,"T_LA_1553","11_7_1649","07_11_49_00:00:00","Denounced","A_EGD_193","Katharine","Grieve","T_LA_1548",,,,,"LEM","07_12_02_13:10:45","LEM","07_12_02_13:11:00"
"MW_LA_631","LA",631,"T_LA_1563","29_3_1645","03_29_45_00:00:00","Consulted","A_EGD_173","Helene","Clerk","T_LA_157",,,,"also_mentioned_as_Elspethie","LEM","07_12_02_13:39:15","LEM","08_22_02_15:08:07"
