MentionRef,MentionSystemId,MentionID,Trialref,Mentiondate,Mentiondate_as_date,Mentiontype,TrialOfAccusedRef,TrialOfFirstName,TrialOfLastName,MentionedInTrialOfRef,dateOfMentionedTrial,dateOfMentionedTrial_as_date,FateOfMentionedWitch,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MW_JO_237","JO",237,"T_JO_1032","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie",,,,,,"jhm","10_19_01_13:43:42","jhm","10_19_01_13:44:13"
"MW_JO_238","JO",238,"T_JO_1031","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie",,,,,,"jhm","10_19_01_13:45:00","jhm","10_19_01_13:45:20"
"MW_JO_239","JO",239,"T_LA_404","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie",,,,,,"jhm","10_19_01_13:45:44","jhm","10_19_01_13:45:57"
"MW_JO_240","JO",240,"T_LA_408","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie",,,,,,"jhm","10_19_01_13:46:44","jhm","10_19_01_13:47:01"
"MW_JO_241","JO",241,"T_JO_1029","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie","T_JO_1025",,,,,"jhm","10_19_01_13:47:52","LEM","09_09_02_14:55:26"
"MW_JO_242","JO",242,"T_JO_1030","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker",,,,,,"jhm","10_19_01_15:15:12","jhm","10_19_01_15:15:56"
"MW_JO_243","JO",243,"T_JO_1031","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker",,,,,,"jhm","10_19_01_15:16:06","jhm","10_19_01_15:17:04"
"MW_JO_244","JO",244,"T_JO_1032","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker",,,,,,"jhm","10_19_01_15:17:19","jhm","10_19_01_15:17:45"
"MW_JO_245","JO",245,"T_LA_404","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker",,,,,,"jhm","10_19_01_15:17:52","jhm","10_19_01_15:18:22"
"MW_JO_246","JO",246,"T_JO_1029","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker",,,,,,"jhm","10_19_01_15:18:37","jhm","10_19_01_15:19:09"
"MW_JO_247","JO",247,"T_JO_1032","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun",,,,,,"jhm","10_19_01_15:21:34","jhm","10_19_01_15:22:05"
"MW_JO_248","JO",248,"T_JO_1033","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun","T_JO_1023",,,,,"jhm","10_19_01_15:22:18","LEM","09_09_02_15:31:17"
"MW_JO_249","JO",249,"T_LA_408","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun",,,,,,"jhm","10_19_01_15:22:53","jhm","10_19_01_15:23:21"
"MW_JO_250","JO",250,"T_LA_404","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun",,,,,,"jhm","10_19_01_15:23:28","jhm","10_19_01_15:24:20"
"MW_JO_251","JO",251,"T_JO_1034","28_5_1661","05_28_61_00:00:00","Accomplice","A_EGD_1354","Bessie","Todrig","T_JO_1032",,,,,"jhm","10_19_01_15:28:48","LEM","09_09_02_14:49:17"
"MW_JO_252","JO",252,"T_JO_1035","28_5_1661","05_28_61_00:00:00","Accomplice","A_EGD_1354","Bessie","Todrig","T_JO_1032",,,,,"jhm","10_19_01_15:30:44","LEM","09_09_02_14:48:46"
"MW_JO_253","JO",253,"T_JO_1036","28_5_1661","05_28_61_00:00:00","Accomplice","A_EGD_1354","Bessie","Todrig","T_JO_1032",,,,,"jhm","10_19_01_15:35:53","LEM","09_09_02_14:48:59"
"MW_JO_254","JO",254,"T_JO_1037","19_5_1661","05_19_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun","T_JO_1023",,,,,"jhm","10_19_01_15:43:20","LEM","09_09_02_14:52:39"
"MW_JO_255","JO",255,"T_JO_1038","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun","T_JO_1023",,,,,"jhm","10_19_01_15:50:58","LEM","09_09_02_15:02:04"
"MW_JO_256","JO",256,"T_JO_1039",,,"Accomplice","A_EGD_1355","Bessie","Dawsoun","T_JO_1031",,,,,"jhm","10_19_01_15:54:17","LEM","06_24_02_22:02:43"
"MW_JO_257","JO",257,"T_JO_1040","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun","T_JO_1023",,,,,"jhm","10_19_01_15:58:10","LEM","09_09_02_15:03:52"
"MW_JO_258","JO",258,"T_JO_1041","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1355","Bessie","Dawsoun","T_JO_1023",,,,,"jhm","10_19_01_16:03:44","LEM","09_09_02_15:00:12"
"MW_JO_259","JO",259,"T_JO_1042","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:13:25","LEM","09_09_02_14:47:23"
"MW_JO_260","JO",260,"T_JO_1043","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:16:27","LEM","09_09_02_14:49:44"
"MW_JO_261","JO",261,"T_JO_1044","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:19:05","LEM","09_09_02_15:18:01"
"MW_JO_262","JO",262,"T_JO_1045","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:21:20","LEM","09_09_02_15:18:18"
"MW_JO_263","JO",263,"T_JO_1034","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:22:42","LEM","09_09_02_14:49:30"
"MW_JO_264","JO",264,"T_JO_1046","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:24:36","LEM","09_09_02_14:53:21"
"MW_JO_265","JO",265,"T_JO_1036","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,,"jhm","10_19_01_16:25:27","LEM","09_09_02_14:46:11"
"MW_JO_27","JO",27,"T_JO_74","23_2_1597","02_23_97_00:00:00","Accomplice","A_EGD_2068","Thomas","Leyis","T_JO_3",,,,,"jhm","06_05_01_15:20:40","LEM","09_09_02_15:06:26"
"MW_JO_30","JO",30,"T_JO_4","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2071","Johne","Leyis","T_JO_75","17_2_1597","02_17_97_00:00:00","Banished",,"jhm","06_11_01_16:53:58","jhm","06_11_01_16:56:00"
"MW_JO_31","JO",31,"T_JO_4","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2072","Jonet","Leyis","T_JO_83","17_2_1597","02_17_97_00:00:00","Banished",,"jhm","06_11_01_16:56:01","jhm","06_11_01_16:56:50"
"MW_JO_32","JO",32,"T_JO_4","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2074","Elspet","Leyis","T_JO_76","17_2_1597","02_17_97_00:00:00","Banished",,"jhm","06_11_01_16:56:54","jhm","06_11_01_16:57:44"
"MW_JO_33","JO",33,"T_JO_4","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2073","Violat","Leyis","T_JO_84","17_2_1597","02_17_97_00:00:00","Banished",,"jhm","06_11_01_16:57:44","jhm","06_11_01_16:59:51"
"MW_JO_34","JO",34,"T_JO_85","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2074","Elspet","Leyis","T_JO_76","23_2_1597","02_23_97_00:00:00","Banished",,"jhm","06_11_01_17:01:52","jhm","06_11_01_17:02:29"
"MW_JO_35","JO",35,"T_JO_85","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2071","Johne","Leyis","T_JO_75","23_2_1597","02_23_97_00:00:00","Banished",,"jhm","06_11_01_17:02:44","jhm","06_11_01_17:03:22"
"MW_JO_355","JO",355,"T_JO_1070","30_5_1661","05_30_61_00:00:00","Accomplice","A_EGD_1362","Margaret","Ker","T_JO_1024",,,,"Named_by_Ker_as_having_attended_meetings.","jhm","10_22_01_12:04:48","LEM","09_09_02_15:18:40"
"MW_JO_356","JO",356,"T_JO_1071","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie","T_JO_1025",,,,,"jhm","10_22_01_12:24:21","LEM","09_09_02_15:45:57"
"MW_JO_357","JO",357,"T_JO_1046","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie","T_JO_1025",,,,,"jhm","10_22_01_12:33:17","LEM","09_09_02_14:53:40"
"MW_JO_358","JO",358,"T_JO_1042","29_5_1661","05_29_61_00:00:00","Accomplice","A_EGD_1359","Jonet","Baigbie","T_JO_1030",,,,,"jhm","10_22_01_12:34:55","LEM","09_09_02_14:47:49"
"MW_JO_359","JO",359,"T_JO_1038","2_6_1661","06_02_61_00:00:00","Accomplice","A_JO_2786","Issobell","Smyth","T_JO_1033",,,,,"jhm","10_22_01_12:46:01","LEM","09_09_02_15:02:27"
"MW_JO_36","JO",36,"T_JO_85","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2072","Jonet","Leyis","T_JO_83","23_2_1597","02_23_97_00:00:00","Banished",,"jhm","06_11_01_17:03:22","jhm","06_11_01_17:04:03"
"MW_JO_360","JO",360,"T_JO_1037","2_6_1661","06_02_61_00:00:00","Accomplice","A_JO_2786","Issobell","Smyth","T_JO_1033",,,,,"jhm","10_22_01_12:48:14","LEM","09_09_02_14:52:58"
"MW_JO_361","JO",361,"T_JO_1035",,,"Accomplice","A_JO_2786","Issobell","Smyth","T_JO_1033",,,,,"jhm","10_22_01_12:49:38","LEM","09_09_02_14:43:48"
"MW_JO_368","JO",368,"T_JO_578","10_1_1650","01_10_50_00:00:00","Accomplice","A_EGD_1792","Marion","Hunter","T_JO_1118",,,,,"jhm","11_27_01_14:05:17","jhm","11_27_01_14:07:31"
"MW_JO_37","JO",37,"T_JO_85","22_3_1597","03_22_97_00:00:00","Accomplice","A_EGD_2073","Violat","Leyis","T_JO_84","23_2_1597","02_23_97_00:00:00","Banished",,"jhm","06_11_01_17:04:03","jhm","06_11_01_17:05:02"
"MW_JO_375","JO",375,"T_JO_1213","29_12_1649","12_29_49_00:00:00","Denounced","A_EGD_2318","Jonat","Couper","T_JO_1206",,,,"Couper_denounced_Walker","jhm","02_14_02_14:24:35","jhm","02_14_02_14:26:05"
"MW_JO_376","JO",376,"T_JO_1214","29_12_1649","12_29_49_00:00:00","Denounced","A_EGD_2318","Jonat","Couper","T_JO_1206",,,,"Couper_denounced_Skair.","jhm","02_14_02_14:26:21","jhm","02_14_02_14:26:48"
"MW_JO_377","JO",377,"T_JO_1215","11_4_1650","04_11_50_00:00:00","Denounced","A_JO_2825","Catharin","Lyell","T_JO_1209",,,,"denounced_by_Lyell.","jhm","02_14_02_14:32:23","jhm","02_14_02_14:33:50"
"MW_JO_378","JO",378,"T_JO_1216","11_4_1650","04_11_50_00:00:00","Denounced","A_JO_2825","Catharin","Lyell","T_JO_1209",,,,"denounced_by_Lyell.","jhm","02_14_02_14:35:06","jhm","02_14_02_14:38:06"
"MW_JO_379","JO",379,"T_JO_1217","27_6_1650","06_27_50_00:00:00","Denounced","A_EGD_1826","Catharin","Walker","T_JO_1208",,,,"named_by_Catharin_Walker","jhm","02_14_02_14:43:31","jhm","02_14_02_14:44:41"
"MW_JO_38","JO",38,"T_LA_11","2_7_1630","07_02_30_00:00:00","Known_Witch","A_EGD_1128","Bessie","Duncan","T_JO_78",,,,"She_was_tried_locally_with_three_other_women._Hamilton_named_a_group_of_nine_women_not_all_of_whom_were_tried.","jhm","06_12_01_12:27:31","jhm","06_12_01_12:36:29"
"MW_JO_380","JO",380,"T_JO_1218","27_6_1650","06_27_50_00:00:00","Denounced","A_EGD_1826","Catharin","Walker","T_JO_1208",,,,"named_by_Walker_as_a_witch","jhm","02_14_02_14:45:48","jhm","02_14_02_14:46:47"
"MW_JO_381","JO",381,"T_JO_1219","27_6_1650","06_27_50_00:00:00","Denounced","A_EGD_1826","Catharin","Walker","T_JO_1208",,,,"named_as_a_witch_by_Walker","jhm","02_14_02_14:47:56","jhm","02_14_02_14:49:15"
"MW_JO_382","JO",382,"T_JO_1294","21_4_1597","04_21_97_00:00:00","Witchcraft_Precedent","A_EGD_2097","Helene","Frasser","T_JO_203",,,,"Mentioned_in_Fraser's_trial_as_having_taught_Fraser._Noted_as_being_dead.","jhm","05_08_02_15:08:15","jhm","07_18_02_16:29:05"
"MW_JO_383","JO",383,"T_JO_1295","21_4_1597","04_21_97_00:00:00","Previously_Tried","A_EGD_2097","Helene","Frasser","T_JO_203",,,,"Mentioned_as_having_been_executed_for_the_crime_of_witchcraft.","jhm","05_08_02_15:14:27","jhm","05_08_02_15:15:29"
"MW_JO_384","JO",384,"T_JO_1296","21_4_1597","04_21_97_00:00:00","Known_Witch","A_EGD_2097","Helene","Frasser","T_JO_203",,,,"Mentioned_as_a_known_witch_who_was_still_living_but_no_indication_of_whereabouts.","jhm","05_08_02_15:41:12","jhm","05_08_02_15:42:18"
"MW_JO_385","JO",385,"T_JO_1297","21_4_1597","04_21_97_00:00:00","Accomplice","A_EGD_2097","Helene","Frasser","T_JO_203",,,,"Mentioned_that_Frasser_taught_Hendersoune_about_making_pact.","jhm","05_08_02_16:28:25","jhm","07_18_02_16:34:46"
"MW_JO_386","JO",386,"T_JO_1299","20_1_1598","01_20_98_00:00:00","Denounced","A_EGD_2117","Andro","Man","T_JO_1298",,,,"Man_denounced_Saythe_as_a_witch","jhm","05_09_02_12:32:17","jhm","05_09_02_12:32:43"
"MW_JO_387","JO",387,"T_JO_1301","20_1_1598","01_20_98_00:00:00","Denounced","A_EGD_2117","Andro","Man","T_JO_1298",,,,"denounced_by_Andro_Man","jhm","05_09_02_15:31:36","jhm","05_09_02_15:32:02"
"MW_JO_388","JO",388,"T_JO_1302","20_1_1598","01_20_98_00:00:00","Denounced","A_EGD_2117","Andro","Man","T_JO_1298",,,,"Andro_Man_denounced_him_as_a_witch","jhm","05_09_02_15:35:31","jhm","05_09_02_15:35:59"
"MW_JO_389","JO",389,"T_JO_1304","24_4_1597","04_24_97_00:00:00","Accomplice","A_EGD_2107","Agnes","Wobster","T_JO_1303",,,,"named_as_an_accomplice_by_Wobster_and_to_have_caused_the_death_of_a_man","jhm","05_09_02_17:09:52","jhm","05_09_02_17:10:56"
"MW_JO_39","JO",39,"T_LA_11","2_7_1630","07_02_30_00:00:00","Known_Witch","A_EGD_1131","Katherine","Kirktoun","T_JO_80",,,,"She_was_tried_locally_with_three_other_women._Hamilton_named_a_group_of_nine_women_not_all_of_whom_were_tried.","jhm","06_12_01_12:30:17","jhm","06_12_01_12:36:09"
"MW_JO_390","JO",390,"T_JO_1309","21_11_1597","11_21_97_00:00:00","Denounced","A_EGD_2119","Jonat","Leisk","T_JO_1306","21_11_1597",,"Set_free","Man_confronted_and_identified_Leisk_as_a_witch","jhm","05_14_02_16:43:26","jhm","05_14_02_16:51:43"
"MW_JO_391","JO",391,"T_JO_1309","21_11_1597","11_21_97_00:00:00","Denounced","A_EGD_2118","Gilbert","Fidlar","T_JO_1307","21_11_1597",,"Set_free","Man_confronted_and_identified_Fidlar_as_a_witch.","jhm","05_14_02_16:44:08","jhm","05_14_02_16:52:16"
"MW_JO_392","JO",392,"T_LA_911","24_4_1597","04_24_97_00:00:00","Consulted","A_EGD_2110","Issobell","Richie","T_JO_1308","24_4_1597",,"Strangled_burnt","Richie_appears_to_have_consulted_Grant_and_also_to_have_been_requested_to_remove_Grant's_bewitchment.","jhm","05_14_02_16:47:02","jhm","05_14_02_16:49:45"
"MW_JO_393","JO",393,"T_JO_1310","24_4_1597","04_24_97_00:00:00","Accomplice","A_EGD_2110","Issobell","Richie","T_JO_1308",,,"Burnt","Bane_was_mentioned_in_Richie's_dittay.","jhm","05_16_02_11:28:56","jhm","06_03_02_11:15:01"
"MW_JO_394","JO",394,"T_JO_1311","24_4_1597","04_24_97_00:00:00","Accomplice","A_EGD_2110","Issobell","Richie","T_JO_1308",,,,"Spaldarge_mentioned_as_having_been_burnt_in_Edinburgh_as_a_witch._Gave_Richie_a_magical_belt,_which_she_could_use_to_harm_bearded_men.","jhm","05_16_02_11:39:18","jhm","06_03_02_16:43:13"
"MW_JO_40","JO",40,"T_LA_11","2_7_1630","07_02_30_00:00:00","Known_Witch","A_EGD_1127","Katherine","Lawder","T_JO_81",,,,"She_was_tried_locally_with_three_other_women._Hamilton_named_a_group_of_nine_women_not_all_of_whom_were_tried.","jhm","06_12_01_12:33:21","jhm","06_12_01_12:36:38"
"MW_JO_41","JO",41,"T_LA_11","2_7_1630","07_02_30_00:00:00","Known_Witch","A_EGD_1130","Alesoun","Carrick","T_JO_79",,,,"She_was_tried_locally_with_three_other_women._Hamilton_named_a_group_of_nine_women_not_all_of_whom_were_tried.","jhm","06_12_01_12:33:53","jhm","06_12_01_12:36:49"
"MW_JO_417","JO",417,"T_JO_1310","24_4_1597","04_24_97_00:00:00","Denounced","A_EGD_2101","Margrat","Og","T_JO_1312",,,,"Bane_appears_to_have_denounced_Og.","jhm","06_03_02_11:15:01","jhm","06_03_02_11:16:03"
"MW_JO_418","JO",418,"T_JO_1310","24_4_15","04_24_15_00:00:00","Denounced","A_EGD_2108","Jonat","Lucas","T_JO_1314",,,,"Bane_named_Lucas_as_having_attended_meetings.","jhm","06_03_02_14:35:57","jhm","06_03_02_14:46:26"
"MW_JO_419","JO",419,"T_JO_1310","24_4_1597","04_24_97_00:00:00","Denounced","A_EGD_2100","Jonat","Davidsone","T_JO_1261",,,,"Bane_appears_to_have_identified_Davidsone.","jhm","06_03_02_14:53:37","jhm","06_03_02_15:18:04"
"MW_JO_42","JO",42,"T_LA_11","3_11_1629","11_03_29_00:00:00","Known_Witch","A_EGD_1132","Bessie","Hepburne","T_JO_82",,,,"She_was_included_in_a_group_of_nine_women_named_by_Hamilton._She_appealed_against_her_imprisonment_and_was_released_although_there_may_have_been_a_later_trial_which_does_not_appear_in_RPC.","jhm","06_12_01_12:34:31","jhm","06_12_01_12:37:57"
"MW_JO_420","JO",420,"T_JO_1310","24_4_1597","04_24_97_00:00:00","Denounced","A_EGD_2109","Issobell","Oige","T_JO_1315",,,,"Oige_appears_to_have_been_one_of_several_named_by_Bane_before_her_execution.","jhm","06_03_02_15:42:01","jhm","06_03_02_15:43:40"
"MW_JO_421","JO",421,"T_JO_1310","24_4_1597","04_24_97_00:00:00","Denounced","A_JO_2899","Beatrix","Robbie","T_JO_1316",,,,"Bane_claimed_Robbie_attended_meetings_with_her_mother_Margaret_Og.","jhm","06_03_02_15:59:18","jhm","06_03_02_16:03:27"
"MW_JO_422","JO",422,"T_JO_1310","24_4_1597","04_24_97_00:00:00","Denounced","A_JO_2898","Helene","Rogie","T_JO_1313",,,,"Bane_identified_Rogie","jhm","06_03_02_16:03:27","jhm","06_03_02_16:04:05"
"MW_JO_423","JO",423,"T_JO_1311","25_3_1597","03_25_97_00:00:00","Accomplice","A_JO_2894","Margerat","Bane","T_JO_1317",,,,"They_were_sisters.","jhm","06_03_02_16:42:02","jhm","06_03_02_16:42:47"
"MW_JO_424","JO",424,"T_JO_4","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2077","Christen","Michell","T_JO_1318",,,,"Helped_Christen_Michell_murder_her_son.","jhm","06_10_02_18:21:01","jhm","06_10_02_18:22:34"
"MW_JO_425","JO",425,"T_JO_85","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2077","Christen","Michell","T_JO_1318",,,,"In_Michell's_trial_Leyis_was_claimed_to_have_led_the_group_in_a_dance_around_the_fish_cross_and_meal_market.","jhm","06_10_02_18:22:44","jhm","06_10_02_18:24:44"
"MW_JO_426","JO",426,"T_JO_1319","9_3_1597","03_09_97_00:00:00","Witchcraft_Precedent","A_EGD_2077","Christen","Michell","T_JO_1318",,,,"Claimed_to_have_inducted_Michell_into_the_devil's_company._Michell's_documents_also_state_that_Innes_was_dead_by_this_date.","jhm","06_10_02_18:24:53","jhm","10_24_02_10:18:19"
"MW_JO_427","JO",427,"T_JO_1320","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2077","Christen","Michell","T_JO_1318",,,,"Michell_claimed_to_have_been_in_the_same_company_with_Menteith.__Recorded_as_being_dead.","jhm","06_10_02_18:26:05","jhm","06_10_02_21:34:39"
"MW_JO_428","JO",428,"T_JO_1321","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2077","Christen","Michell","T_JO_1318",,,,"Michell_claimed_Thom_was_in_the_same_company.","jhm","06_10_02_18:26:45","jhm","06_10_02_21:07:26"
"MW_JO_429","JO",429,"T_JO_1322","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2077","Christen","Michell","T_JO_1318",,,,"Michell_claimed_Barroun_was__in_the_same_company.","jhm","06_10_02_18:27:29","jhm","06_10_02_21:07:08"
"MW_JO_43","JO",43,"T_LA_11","3_11_1629","11_03_29_00:00:00","Known_Witch","A_EGD_1129","Margaret","Mitchell","T_JO_86",,,,"She_was_included_in_a_group_of_nine_women_named_by_Hamilton._There_is_no_record_of_trial_in_RPC.","jhm","06_12_01_12:38:00","jhm","06_12_01_12:39:32"
"MW_JO_430","JO",430,"T_JO_4","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2069","Bessie","Thom","T_JO_1323",,,,,"jhm","06_10_02_21:14:11","jhm","06_10_02_21:15:16"
"MW_JO_431","JO",431,"T_JO_85","9_3_1597","03_09_97_00:00:00","Accomplice","A_EGD_2069","Bessie","Thom","T_JO_1323",,,,"At_Thom's_trial_it_was_claimed_that_Leyis_had_led_the_dancing_at_the_fish_cross.","jhm","06_10_02_21:15:29","jhm","06_10_02_21:17:35"
"MW_JO_44","JO",44,"T_LA_11","3_11_1629","11_03_29_00:00:00","Known_Witch","A_EGD_1126","Bessie","Lawder","T_JO_87",,,,"She_was_included_in_a_group_of_nine_women_named_by_Hamilton._There_is_no_record_of_trial_in_RPC.","jhm","06_12_01_12:39:02","jhm","06_12_01_12:39:45"
"MW_JO_45","JO",45,"T_LA_11","3_11_1629","11_03_29_00:00:00","Known_Witch","A_EGD_1125","Agnes","Sinclare","T_JO_88",,,,"She_was_included_in_a_group_of_nine_women_named_by_Hamilton._There_is_no_record_of_trial_in_RPC.","jhm","06_12_01_12:39:46","jhm","06_12_01_12:40:16"
"MW_JO_46","JO",46,"T_LA_11","3_11_1629","11_03_29_00:00:00","Known_Witch","A_EGD_1124","Margaret","Alexander","T_JO_89",,,,"She_was_included_in_a_group_of_nine_women_named_by_Hamilton._There_is_no_record_of_trial_in_RPC_and_there_is_a_mention_of_her_death_in_the_presbytery_minutes.","jhm","06_12_01_12:40:25","jhm","06_12_01_12:41:13"
"MW_JO_47","JO",47,"T_JO_101","9_6_1649","06_09_49_00:00:00","Accomplice","A_EGD_1312","Issobell","Murray","T_JO_94",,,,"No_trial_date_for_Issobell_Murray.","jhm","06_14_01_14:41:49","jhm","06_14_01_14:42:55"
"MW_JO_48","JO",48,"T_JO_103","9_6_1649","06_09_49_00:00:00","Accomplice","A_EGD_1312","Issobell","Murray","T_JO_94",,,,"no_date_of_Murray's_trial.","jhm","06_14_01_14:59:56","jhm","06_14_01_15:00:52"
"MW_JO_49","JO",49,"T_JO_110","12_6_1649","06_12_49_00:00:00","Accomplice","A_EGD_1312","Issobell","Murray","T_JO_94",,,,"no_trial_dates_for_either","jhm","06_15_01_09:56:55","jhm","06_15_01_09:57:56"
"MW_JO_50","JO",50,"T_JO_119","12_6_1649","06_12_49_00:00:00","Accomplice","A_EGD_1311","Margaret","Dicksone","T_JO_95",,,,"no_trial_date_for_Margaret_Dickson","jhm","06_15_01_10:54:33","jhm","06_15_01_10:57:04"
"MW_JO_506","JO",506,"T_JO_1409","3_11_1643","11_03_43_00:00:00","Previously_Tried","A_JO_2908","Marjorie","Paplay","T_JO_1410",,,,,"jhm","06_17_02_16:07:58","jhm","10_10_02_10:45:40"
"MW_JO_507","JO",507,"T_JO_1412","3_11_1643","11_03_43_00:00:00","Previously_Tried","A_JO_2909","Barbara","Bowndie","T_JO_1411",,,,,"jhm","06_17_02_16:14:50","jhm","06_17_02_16:29:10"
"MW_JO_508","JO",508,"T_JO_1413","3_11_1643","11_03_43_00:00:00","Previously_Tried","A_JO_2909","Barbara","Bowndie","T_JO_1411",,,,,"jhm","06_17_02_16:16:52","jhm","06_17_02_16:29:25"
"MW_JO_509","JO",509,"T_JO_1414","9_11_1643","11_09_43_00:00:00","Previously_Tried","A_JO_2909","Barbara","Bowndie","T_JO_1411",,,,,"jhm","06_17_02_16:19:47","jhm","06_17_02_16:29:56"
"MW_JO_510","JO",510,"T_JO_1415","9_11_1643","11_09_43_00:00:00","Previously_Tried","A_JO_2909","Barbara","Bowndie","T_JO_1411",,,,,"jhm","06_17_02_16:24:54","jhm","06_17_02_16:30:31"
"MW_JO_511","JO",511,"T_JO_1422","21_3_1644","03_21_44_00:00:00","Denounced","A_EGD_2261","Marion","Peebles","T_JO_1421",,,,"Fraser_was_noted_as_being_dead.","jhm","06_19_02_16:11:14","jhm","06_19_02_16:14:38"
"MW_JO_512","JO",512,"T_LA_985","12_5_1590","05_12_90_00:00:00","Accomplice","A_JO_2921","Issobell","Watsonne","T_JO_1435",,,,"Watsonne_claimed_she_met_Richie_Graham_at_meetings_with_the_'fair_folk.","jhm","06_27_02_14:47:23","jhm","06_27_02_14:48:26"
"MW_JO_513","JO",513,"T_JO_1447","13_7_1649","07_13_49_00:00:00","Denounced","A_JO_2930","Issoble","Garner","T_JO_1446",,,,"Named_by_Garner_as_a_witch.","jhm","07_02_02_09:26:27","jhm","07_02_02_09:26:57"
"MW_JO_514","JO",514,"T_JO_1449","8_1649","08_01_49_00:00:00","Denounced","A_JO_2931","Jonet","Boswell","T_JO_1448","8_1649",,,"Boswell_denouned_Potter_and_others.","jhm","07_02_02_09:35:43","jhm","09_26_02_12:55:09"
"MW_JO_515","JO",515,"T_JO_1451","8_1649","08_01_49_00:00:00","Denounced","A_JO_2931","Jonet","Boswell","T_JO_1448","8_1649",,,"Was_denounced_by_Boswell.","jhm","07_02_02_09:45:58","jhm","09_26_02_12:54:37"
"MW_JO_516","JO",516,"T_JO_1453","8_1649","08_01_49_00:00:00","Denounced","A_JO_2931","Jonet","Boswell","T_JO_1448","8_1649",,,"Named_by_Boswell","jhm","07_02_02_09:52:54","jhm","09_26_02_13:04:51"
"MW_JO_517","JO",517,"T_JO_1453","8_1649","08_01_49_00:00:00","Denounced","A_JO_2933","Jonet","Lodge","T_JO_1452","8_1649",,,"Named_by_Lodge","jhm","07_02_02_09:53:29","jhm","09_26_02_13:04:57"
"MW_JO_518","JO",518,"T_JO_1455","8_1649","08_01_49_00:00:00","Denounced","A_JO_2933","Jonet","Lodge","T_JO_1452","8_1649",,,"Named_by_Lodge.","jhm","07_02_02_09:59:09","jhm","09_26_02_13:08:07"
